id_badan_usaha,nama_badan_usaha,kode_badan_usaha,nib,npwp_badan_usaha,no_telp,email,alamat,kode_pos,rt,rw,jenis_badan_usaha,scraped_at
611426489619059475,BORNEO PRIMA,1518,9120202372751,002092119*******,02123587333____,borneoprima.headoffice@gmail.com,"Menara BCA, Lantai 36, Suite 3605, Jl. M. H. Thamrin No. 1, Menteng, Jakarta Pusat, DKI Jakarta",10310,1,5,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:33.502015
611426489614866280,BORNEO PRIMA COAL INDONESIA,1517,8120000811049,002314832*******,,,"Office 8 Lantai 18-A Jl. Jend. Sudirman Kav 52-53 Sudirman Central Business District (SCBD), Senayan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta.",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:36.175097
622020026890854291,BORNEO PRIMA LIMESTONE,622020026890854291,1212230101906,099389867*******,082129889888,borneoprimalimestone@gmail.com,Gedung Ascom Jl. Matraman Raya No. 67,13140,005,004,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:38.677443
611426849104468228,BORNEO PUTRA INTERNATIONAL RESOURCES,18840,1606220069981,065836161*******,,,"Jl. Ir. Sutami No 3, Desa/Kelurahan Karang Asam Ulu, Kec. Sungai
Kunjang, Kota Samarinda, Provinsi Kalimantan Timur,
Kode Pos: 75126",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:41.773566
611426763062515335,BORNEO RADJA MONANG,15394,null_15394,43342025*******,081322294616; 081265882864,borneoradjamonang@gmail.com,"Gedung 88 Kota Kasablanka, Jalan Kasablanka Raya Kav. 88 Lantai 38 Unit A, Kel. Menteng Dalam, Kec. Tebet, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12870",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:44.162268
611426856436109509,BORNEO RAYA COALINDO,19024,null_19024,40554694*******,02158905002,borneorayacoalindo@gmail.com,"Arcade Business Center 6th Floor Unit 6-03, Jl. Pantai Indah Utara 2 Kav. C1, Desa/Kelurahan Kapuk Muara, Kec. Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta, Kode Pos: 14460",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:46.558614
611426802182788050,BORNEO SAHABAT BERJAYA,16870,null_16870,53698723*******,08115131119,ptborneosahabatberjaya@gmail.com,"GANG SETIA BUDI RT 15 NOMOR 02 PASAR BAWAH, Desa/Kelurahan 
 Sungaidanau, Kec. Satui, Kab. Tanah Bumbu, Provinsi Kalimantan
Selatan,
Kode Pos: 75175",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:49.120410
611426808319056805,BORNEO SAMUDERA ABADI,17097,2212210045286,053696127*******,082151470030,longquanc007@gmail.com,"Jl. DI. Panjaitan, Perumahan Citraland City Blooming Dale, Blok B06/01",75119,018,000,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:51.516149
611426928653635784,BORNEO SAUDARA KITA,22097,0608240126254,019753662*******,085250866330___,,JL. SUNGAI RAYA DALAM KOMPLEK FAMILY INDAH NOMOR 19,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:53.942361
611426814639872840,BORNEO SENTRA ENERGI,17485,null_17485,65518657*******,0813 4953 9813,oneborneo.energi@gmail.com,"The Manhattan Square Building, Mid Tower 12th Jl. TB. Simatupang Kav. 1S , Desa/Kelurahan Cilandak Timur, Kec. Pasar Minggu, Kota Adm.
Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12560",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:56.498067
611426789071395806,BORNEO SENTRAL SILICA,16379,1260000602203,042491125*******,082156160666___,,"Jl. Iskandar XIX  No. 09 RT. 05 RW. 02  Kelurahan Mentawa Baru Ketapang, Kecamatan Mentawa Baru Ketapang",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:09:58.982208
611426878133245185,BORNEO SILIKA PASIFIK,19800,1804230031291,40643241*******,082185325981___,,"JALAN SURYOPRANOTO NOMOR 2 KOMPLEK HARMONI , PETOJO UTARA, GAMBIR, KOTA ADM, JAKARTA PUSAT DKI JAKARTA",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:01.731672
611426883841695372,BORNEO SILIKA PERSADA,20059,2007230044559,39677310*******,081250977072___,,"JL. GARUDA II No. 58, Kel. BUKIT TUNGGAL, Kec. JEKAN RAYA",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:04.290107
611426814627288974,BORNEO SUKSES BERSAUDARA,17470,null_17470,65438519*******,0811585828,borneosuksesbersaudara@gmail.com,"Jl. D.I. Panjaitan, Perum. CitraLand City, Ruko Plaza Avenida, Blok A, No. 11, Desa/Kelurahan Gunung Lingai, Kec. Sungai Pinang, Kota Samarinda,
Provinsi Kalimantan Timur, Kode Pos: 75119",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:06.921922
649554824647547672,BORNEO SULAWESI TAMBANG,649554824647547672,0705250119819,100000000*******,082323241989,bstlogam12@gmail.com,"Gedung Nucira, Jalan MT Haryono, kav 27",12820,000,000,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:09.323286
611426489619059481,BORNEO SURYA ABADI,1527,8120002901426,001878978*******,085248727588,borneosuryaabadi34@gmail.com,"JL.MODANG NO.67A RT.05/02, TANAH GROGOT",76211,05,02,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:11.848781
611426489623257048,BORNEO TALA UTAMA,1529,9120301753706,03122567*******,082350388951___,,JL. A. YANI KM. 41 NO. 22 BATI-BATI KAB. TANAH LAUT,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:14.489395
611426776287154627,BORNEO TAMBANG SILIKA,15869,0710210036491,43759749*******,085820674141___,,"Jl. Pelita Barat No.99 RT.59 RW.10, Kel. MB. Hulu, Kecamatan Mentawa Baru, Sampit, Kotawaringin Timur, Kalimantan Tengah",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:17.281931
611426863696451612,BORNEO TIGA SEKAWAN,19318,null_19318,92479117*******,0511-3302174,pt.borneotigasekawan88@gmail.com,"Jl. Sultan Adam Komplek Andika Nomor 9 RT. 015 RW. 003, Desa/Kelurahan Sungai Miai, Kec. Banjarmasin Utara, Kota Banjarmasin, Provinsi Kalimantan Selatan, Kode Pos: 70123",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:19.755973
611426814698592568,BORNEO TRADE ENERGI,17569,null_17569,60197651*******,082157198726,borneotradeenergi@gmail.com,"JALAN CISAUK LAPAN KAVLING ERPAK NOMOR 33A, Desa/Kelurahan Suradita, Kec. Cisauk, Kab. Tangerang, Provinsi Banten, Kode Pos: 15340",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:22.209365
611426782842851900,BORNEO UNITED TRADING,16211,null_16211,02574940*******,,info.barajaya@gmail.com,"PLUIT SELATAN RAYA (KOMP CBD) BLOK F/G NO.8, Kel. Pluit, Kec. Penjaringan, Kota Adm. Jakarta Utara, Prov. DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:24.774356
611426906344136023,BORNEO UTAMA MINERAL,20953,1209230071169,50350307*******,0217505555_____,,"Kantor Fatmawati Mas Blok III Kav 312, Jl RS Fatmawati No 20, Kelurahan Cilandak Barat, Kecamatan Cilandak",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:27.272311
611426841206592246,BORNEO UTAMA POWER,18515,null_18515,72966349*******,,,"GEDUNG GAPURA PRIMA PLAZA (GP PLAZA) LANTAI 5 UNIT 5-22 JALAN GELORA II NOMOR 1 , Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:29.835933
632570654004221870,BOS DIATAS BOS,632570654004221870,2208250071509,100000000*******,082220080092,,JL. AL JAFRI NO 25,70714,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:32.301356
611426489623257054,BOSOSI PRATAMA,1535,9120208282882,002821480*******,,,"Jl. Poros Taman Sudiang Indah, 33A, Pai, Biringkanaya, Kota Makassar, Sulawesi Selatan",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:34.818366
611426489627450699,BOSOWA MINING,1536,9120008161117,001411456*******,0411-3681164,,"MENARA BOSOWA LT. 16, JL. JENDERAL SUDIRMAN NO. 5 MAKASSAR",90115,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:37.316115
611426676307532572,BOSOWA TAMBANG INDONESIA,11569,9120006881567,02978730*******,04113666777____,bosowatambangindonesia2019@gmail.com,"MENARA BOSOWA LT. 16, JL. JEND. SUDIRMAN NO. 5, KEL. PISANG UTARA, KEC. UJUNG PANDANG, KOTA MAKASSAR",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:39.857847
611426763012185529,BOSS KUMALA SAKTI,15309,0283010081865,96279230*******,085349599960___,,"Jl. Teuku Umar The Concepts Blok B-207. No. 08,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:43.799163
611426835183573026,BOTA HOKI SEJAHTERA,18242,null_18242,65364967*******,,,"Jl. Bangka Raya No. 10A, Desa/Kelurahan Pela Mampang, Kec.
Mampang Prapatan, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:10:56.031667
611426894545557707,BP GROUP,20506,0310210005398,43758720*******,082268191215___,,"Kampung Danau Betung, Nagari Sungai Sirah, Kecamatan Silaut, Kabupaten Pesisir Selatan",,,,Perusahaan Komanditer (CV),2026-06-10T06:10:58.574060
611426923452702045,BPT RESOURCES INDONESIA,21820,0511240122518,013879050*******,,,"Gold Coast Office Tower Liberty Lantai 21 Unit C, Desa/Kelurahan Kamal
Muara, Kec. Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta,
Kode Pos: 14470",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:02.623623
611426489627450705,BQ COAL MINING,1542,0210001931001,002506319*******,,,"RUKAN ARTHA GADING NIAGA BLOK F/19 KELAPA GADING, JAKARTA UTARA 14240, TELP. 021-45860888, FAX. 021-45849888",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:05.378349
611426729076070821,BRAJA NEGARA NUSANTARA,13944,0258010221288,085077205*******,,,"JL. RAYA KAYEN - JATIROTO KM 1 DS JATIROTO KEC. KAYEN, KAB. PATI, JATENG",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:08.041211
611426621311816542,BRAMUDANA,8403,9120114191232,002131817*******,08119591056,ptbramudana.office@gmail.com,JLN RAYA PLUIT PERMAI (PLUIT VILLAGE) NOMOR 21-23,14450,004,005,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:10.718699
611426835246486239,BRATAMA MERCINDO ABADI,18351,0110210009907,002381572*******,02158905002,mercindo.bratama@yahoo.com,"Infiniti Office, arcade Business Center 6th Floor Unit 6-03, Desa/Kelurahan Kapuk Muara, Kec. Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI
Jakarta, Kode Pos: 14470",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:13.197039
611426716908395926,BRAVO BUANA,13524,9120212111116,02655339*******,,,"SOUTH QUARTER TOWER A, LANTAI 11 UNIT D, JL. R.A. KARTINI KAV. 8, KELURAHAN CILANDAK BARAT, KECAMATAN CILANDAK, KOTA JAKARTA SELATAN",,,,Perusahaan Komanditer (CV),2026-06-10T06:11:15.736442
611426748705413250,BRAVO ENERGI SENTOSA,14778,1256003432262,42262611*******,"(021) 3863102, 081283211434",pt.bravoenergisentosa@gmail.com,"Synthesis Square Tower 2 Lt 8, Jl. Gatot Subroto Nomor. 177 A, Kel. Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Prov. DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:18.573305
611426841231759672,BRAVO MAHESA ARKATAMA,18547,0220003561692,94843545*******,02129339389____,,"Jalan Let Jend. S. Parman kav. 28, Lantai 16-T9 APL Tower Podomoro City (Central Park), Kota Adm. Jakarta Barat Provinsi DKI Jakarta 11470",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:21.318853
611426489631644242,BRIAN ANJAT SENTOSA,1550,9120313261492,002435454*******,,,"JL. DURIAN NO. 177 RT. 024 KEL. PANJI, KEC. TENGGARONG, KAB. KUTAI KARTANEGARA, TELP. 0541-664640",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:29.987360
611426489635839478,BRIAN UTAMA,1551,1249000330818,01460432*******,087888007878,,"Jl. Dr. Soetomo, No. 52, RT.014, Kel. Karang Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Prov. Kaltim",,,,Perusahaan Komanditer (CV),2026-06-10T06:11:32.503128
611426814593734309,BRIGHT MULTI RESOURCES INDONESIA,17421,null_17421,,,,"Gold Coast Office Liberty Tower OTB-05-L Jl. Pantai Indah Kapuk Boulevard, Kec. Kamal Muara, Kec. Penjaringan, Jakarta Utara, DKI jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:37.056254
611426923410756884,BRILLIANT FUTURE GROUP,21745,null_21745,12478883*******,,,"RUKO GOLF ISLAND PANTAI INDAH KAPUK BLOK RGID NOMOR 32,
Desa/Kelurahan Kamal Muara, Kec. Penjaringan, Kota Adm. Jakarta
Utara, Provinsi DKI Jakarta,
Kode Pos: 14470",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:40.090470
611426934303365042,BRIMSS ENERGI GROUP,22370,null_22370,,,,"Jalan Joglo Raya Nomor 98, Desa/Kelurahan Joglo, Kec. Kembangan,
Kota Adm. Jakarta Barat, Provinsi DKI Jakarta,
Kode Pos: 11640",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:44.904499
627881870687867345,BRINGKAD ENERGI MANDIRI,627881870687867345,0310230044618,050599232*******,0816332332,bringkad.energi@gmail.com,Jl. Raya Lapangan Tembak No. 1,13710,005,004,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:47.614524
611426835175183250,BRINGKAD LOGISTIK MANDIRI,18229,null_18229,92137321*******,,,"Jl. A. Yani, Komplek Ruko Bekasi Mas Blok B.14, Desa/Kelurahan
Margajaya, Kec. Bekasi Selatan, Kota Bekasi, Provinsi Jawa Barat,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:50.419995
611426649275240662,BROTHER RESOURCES ENERGY,10023,9120404872468,83864845*******,,,Bukit Golf International  Blok GB.l/15 ,60211,,,Perusahaan Komanditer (CV),2026-06-10T06:11:53.198074
611426923477864986,BROTHERS NIKEL INDONESIA,21863,null_21863,13873219*******,,,"The Plaza Office Tower, Jl. M.H. Thamrin No.1n 45th Floor,
Desa/Kelurahan Kebon Kosong, Kec. Kemayoran, Kota Adm. Jakarta
Pusat, Provinsi DKI Jakarta,
Kode Pos: 10301",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:55.598090
611426863633537917,BSJ INDONESIA JAYA,19223,null_19223,62556344*******,,,"JL. VETERAN , Desa/Kelurahan Baroqah, Kec. Simpang Empat, Kab.
Tanah Bumbu, Provinsi Kalimantan Selatan,
Kode Pos: 72213",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:11:58.289032
611426835137437573,BTC ENERGY INDONESIA,18177,null_18177,60038023*******,02122958045,btcenergyindonesia@gmail.com,"CENTENNIAL TOWER Lantai 35 Unit A & B, JL. JEND. GATOT SUBROTO Kaveling 24-25, Desa/Kelurahan Karet Semanggi, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta: Kode Pos: 12930",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:00.939083
611426686952675832,BUANA ADHIPERKASA SUKSES,12116,null_12116,76734725*******,08111791999,,"JL RAYA SERPONG BLOK D 10 RT 007/RW 002, KEL. SERPONG, KEC. SERPONG",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:03.702746
611426878150024293,BUANA ARTHA LESTARINDO,19827,null_19827,60035158*******,081367566665,pt.artha.buana.lestarindo@gmail.com,"JL. MAJAPAHIT 34/11, , Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10160",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:06.489713
611426493846917471,BUANA BARA EKAPRATAMA,1560,9120009282824,002275465*******,02150186888,buanabaraekapratama.mining@gmail.com,"Sinar Mas Land Plaza, Menara 2, Lantai 24, Jalan Mohammad Husni Thamrin Nomor 51",10350,009,004,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:09.298873
611426841152069066,BUANA BARA ENERGI,18460,null_18460,53516281*******,082371744867,buanabaraenergi.pt@gmail.com,"JALAN LINTAS SUMATERA, Desa/Kelurahan Simpang Nibung Rawas,
Kec. Rawas Ulu, Kab. Musi Rawas Utara, Provinsi Sumatera Selatan,
Kode Pos: 31656",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:11.860841
611426493846917474,BUANA ELTRA,1564,9120304152724,01648535*******,02139700437,BuanaEltra@outlook.com,"JL. YOS SUDARSO NO. 152B, BATURAJA 32112",32111,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:14.299119
611426659538703143,BUANA ENERGI SARANA TERPADU,10501,null_10501,02451049*******,,,"Wisma SMR Lantai 11 Unit 02 Jl. Yos Sudarso Kav.89, , Kota Adm.
Jakarta Utara, Provinsi DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:16.845064
611426493846917476,BUANA INTI CITRAPRIMA,1566,9120105212281,002275462*******,,,"Sinar Mas Land Plaza, Menara 2, Lantai 24, Jalan Mohammad Husni Thamrin Nomor 51",10350,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:19.594826
611426835259070429,BUANA LINTAS SEGARA,18369,null_18369,60145922*******,,,"ARCADE BUSINESS CENTER UNIT TG LANTAI 4, JALAN PANTAI
INDAH UTARA 1 NO. 7, Desa/Kelurahan Kapuk Muara, Kec. Penjaringan,
Kota Adm. Jakarta Utara, Provinsi DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:22.043240
611426649287825013,BUANA MANIRA PRAKARSA,10039,null_10039,01604155*******,,,"Jl. Otto Iskandar Dinata Raya No. 63, Desa/Kelurahan Bidara Cina, Kec. Jatinegara, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta,",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:24.630943
611426883736836215,BUANA MERAH PUTIH,19904,3011230025045,099249472*******,081348250348,pt.bmp168@gmail.com,"Gedung Jaya Lantai 9 Blok A02, Jl. M.H. Thamrin No. 12, Desa/Kelurahan
Kebon Sirih, Kec. Menteng, Kota Adm. Jakarta Pusat, Provinsi DKI
Jakarta,
Kode Pos: 10340",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:27.058266
611426782779937548,BUANA MITRA TAMBANG,16049,null_16049,53020364*******,081210693803,buanamita21@gmail.com,"SOUTH QUARTER OFFICE TOWER A LANTAI 15 UNIT B-C , JL RA KARTINI KAV 8, Kel. Cilandak Barat, Kec. Cilandak, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12430",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:35.034890
611426686847819575,BUANA NATURA LESTARI,11984,1706220059325,085813590*******,,,,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:37.884035
611426923423341088,BUANA OMEGA SENTOSA,21771,null_21771,,,,"Komplek Town House Buana Central Park Blok Clifton Nomor 39,
Desa/Kelurahan Kibing, Kec. Batu Aji, Kota Batam, Provinsi Kepulauan
Riau,
Kode Pos: 29422",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:40.721183
611426649220718112,BUANA PERKASA SUKSES,9966,null_9966,02439574*******,02129659300,pt.buanaperkasasukses@yahoo.com,"APL Tower - Central Park , 19th Floor Unit T7 Jl. S. Parman Kav. 28, Desa/Kelurahan Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta,
Kode Pos: 11440",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:43.180086
649566259616290443,BUANA RAZANA MINERAL,649566259616290443,2412240079631,005587945*******,,,-,,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:45.763873
647122256870383353,BUANA SHORA MINERAL,647122256870383353,3110240001927,005599862*******,02129937000,mineralbuanashora@gmail.com,Jl. Proklamasi No. 53,10320,011,002,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:50.960476
611426894616862082,BUANA SULAWESI PARAMITA,20632,1287000231416,82175109*******,02157944584____,,"Gd. Menara Karya lantai 19 Unit E, Jl. HR Rasuna Said, Kel. Kuningan Timur, Kec. Setiabudi, Kuningan - Jakarta Selatan",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:56.289965
611426923377204059,BUBARKAN LOKALISASI SITUBONDO,21694,1286000472086,42138313*******,03384590353____,,"Graha Dabatuka, Jalan Raya Kalbut Nomor 17, Kel. Trebugan, Kec. Mangaran, Kab. Situbondo, Prov. Jawa Timur",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:12:59.305703
611426493855305813,BUBUHAN MULTI SEJAHTERA,1581,1216000470391,02023524*******,02122454084____,,"JALAN BOULEVARD BARAT RAYA BLOK I NO.02 B,
KELAPA GADING SQUARE, MALL OF INDONESIA, Kel.
Kelapa Gading Barat, Kec. Kelapa Gading, Kota Adm. Jakarta
Utara, Prov. DKI Jakarta",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:02.002287
611426493859500253,BUDHI DHARMA INTI TAMBANG,1584,9120207242965,02355845*******,021 7393926,,"GEDUNG PANIN BANK LANTAI 5 JL. JEND. SUDIRMAN, KEL. GELORA, KEC. TANAH ABANG, JAKARTA PUSAT 10270",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:04.779448
611426789088170109,BUDHI JAYA MINERAL,16408,0220201871213,002626673*******,0217246245_____,,"Gedung Bank Panin Lantai 5, Jl. Jenderal Sudirman Kavling NO. 1, Kelurahan Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat 10270",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:07.450396
611426934181729087,BUDI ASIH MANDIRI,22179,null_22179,109103121*******,085349828033,ptbudiasihmandiri@gmail.com,"JL. PRAMUKA SMANDA IV KOMPLEK RLAND RESIDENCE BLOK A
JALUR 3 NOMOR 16, Desa/Kelurahan Sungai Lulut, Kec. Banjarmasin
Timur, Kota Banjarmasin, Provinsi Kalimantan Selatan,
Kode Pos: 70238",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:10.121508
611426493859500259,BUDI GEMA GEMPITA,1590,8120005893311,002672382*******,0215213383,hardiyanto.chandra@sungaibudi.com,"WISMA BUDI LANTAI 8-9, JL. HR. RASUNA SAID KAV. C-6, JAKARTA SELATAN",12920,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:12.730054
611426493863694665,BUDI INDAH MULIA COAL,1596,8120015150516,002439315*******,,,"THE SUITES TOWER LT 5 SUITE 3 & 5, JL BOULEVARD
PANTAI INDAH KAPUK, OFS, 1, KAMAL MUARA,
PENJARINGAN, KOTA ADM. JAKARTA UTARA, DKI
JAKARTA, 14470",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:15.399217
611426911998054430,BUDI MULIA KARYA,21365,2202220060077,063389056*******,08116341444,budimuliakarya@gmail.com,"Jalan Ir. Sutami, Kelurahan Way Laga, Kecamatan Sukabumi, Kota Bandar Lampung",35245,000,000,Perusahaan Komanditer (CV),2026-06-10T06:13:17.950580
611426888937773110,BUDI TRIJAYA SENTOSA,20274,3001240055568,04992108*******,082139862252___,,"TAJI RT 003 RW 003, Desa/Kelurahan Taji, Kecamatan Karas, Kabupaten Magetan, Provinsi Jawa Timur",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:20.757711
611426493867888717,BUKIT ALAM PERSADA,1605,8120319171146,002498062*******,,,"BUKIT JAMBANG, DESA PANGKE BARAT, KECAMATAN MERAL BARAT",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:23.198413
611426716832898096,BUKIT ANDALAN SUKSES,13412,9120401912535,092933515*******,,,"Gedung Sudirman 7.8 Lt. 11 Unit 05, Jl. Jenderal Sudirman No.10,RT.00, RW.11, Kelurahan Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:25.873460
611426493872084919,BUKIT ASAM,1608,8120310130984,001000011*******,0734451096,perizinan@bukitasam.co.id,JALAN PARIGI NOMOR 1,31716,001,004,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:28.714887
611426670158682870,BUKIT ASAM PRIMA,11084,9120003561974,02546236*******,02157944522,pwicaksono@bukitasamprima.com,"MENARA KADIN IND LT. 26, JL.HR.RASUNA SAID BLOK X-5,
Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta
Selatan, Provinsi DKI Jakarta,
Kode Pos: 12950",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:31.482252
611426493872084920,BUKIT BAIDURI ENERGI,1609,8120001872572,001315877*******,50807177_______,,"Sahid Sudirman Center lt. 31, Jalan Jenderal Sudirman, Karet Tengsin, Tanah Abang, Kota Adm. Jakarta Pusat, DKI Jakarta, 10220",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:34.009551
611426493872084921,BUKIT BARA ALAM,1610,8120312062351,002192351*******,02150320088,bukitbaraa@gmail.com,"JL. PEGANGSAAN BARAT/18A, MENTENG, MENTENG",10310,016,005,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:36.540524
611426928603304139,BUKIT BARA MINERAL,22020,null_22020,062838861*******,,,"KAMPUNG COGREG, Desa/Kelurahan Pasir Bolang, Kec. Tigaraksa,
Kab. Tangerang, Provinsi Banten,
Kode Pos: 15721",,,,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:38.967125
611426789037839517,BUKIT BAROKAH MULIA,16327,9120306932949,92875608*******,02165307935,ptbukitbarokahmulia@gmail.com,Jalan Griya Agung No. 65,14350,002,020,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:41.782996
611426911977083922,BUKIT BATU ALAM,21330,0309210006255,43385143*******,081936207322___,,Jl. AA Gde Ngurah No.128 Abian Tubuh Kota Mataram,,,,Perusahaan Komanditer (CV),2026-06-10T06:13:44.290979
611426934286588448,BUKIT BATUAN EKAPAKSI,22346,1310240022888,027970136*******,02138711128,bukitbatuanekapaksi@gmail.com,"Graha ERG, Jl. Raya Pekayon No. 17",17148,002,020,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:46.819247
634022913338644566,BUKIT BATU KALIMANTAN,634022913338644566,0906230086059,039234982*******,02129461461,kalimantanbukitbatu@gmail.com,JL. DANAU SUNTER SELATAN BLOK i 5 NO. 12A,14350,00,00,Perusahaan Perseroan Terbatas (PT),2026-06-10T06:13:49.296370
