tahun,provinsi,jenis,jumlah,baris_md,sumber_kutipan,sumber_file
2021,Sulawesi Tengah,Puskesmas,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Tengah,Rumah Sakit,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Tenggara,Puskesmas,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Tenggara,Rumah Sakit,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Selatan,Puskesmas,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Selatan,Rumah Sakit,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Utara,Puskesmas,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Utara,Rumah Sakit,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Barat,Puskesmas,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2021,Sulawesi Barat,Rumah Sakit,0,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Gorontalo,Puskesmas,93,448.0,"Puskesmas di Provinsi Gorontalo tahun 2022 berjumlah 93 unit, jumlah ini masih sama dengan tahun – tahun sebelumnya.",Profil Provinsi Lokal
2022,Gorontalo,Rumah Sakit,17,828.0,"Rasio rumah sakit terhadap jumlah penduduk di Provinsi Gorontalo tahun 2022 mencapai 0,015 seiring dengan bertambahnya jumlah RS dari 14 ditahun 2021 menjadi 17 di tahun 2022, maka rasio RS terhadap jumlah penduduk meningkat dibandingkan tahun 2021 mencapai 0,012/1000 penduduk.",Profil Provinsi Lokal
2022,Sulawesi Tengah,Puskesmas,218,1083.0,Tahun 2022 di Provinsi Sulawesi Tengah memiliki total Puskesmas Operasional dan sudah teregistrasi sebanyak 218 Puskesmas.,Profil Provinsi Lokal
2022,Sulawesi Tengah,Rumah Sakit,39,1243.0,"Pada bulan Desember 2022, Dinas Kesehatan Provinsi mencatat dari 39 rumah sakit yang teregistrasi terdapat 31 rumah sakit yang telah terakreditasi dan 8 rumah sakit yang belum terakreditasi, yakni rumah sakit kelas D pratama dan 1 rumah sakit yang terdampak bencana.",Profil Provinsi Lokal
2022,Sulawesi Tenggara,Puskesmas,251,1201.0,"[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022

[...]

[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Tenggara,Rumah Sakit,34,1220.0,"[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022

[...]

[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Selatan,Puskesmas,460,1201.0,"[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022

[...]

[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Selatan,Rumah Sakit,174,1220.0,"[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022

[...]

[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Utara,Puskesmas,211,1201.0,"[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022

[...]

[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Utara,Rumah Sakit,53,1220.0,"[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022

[...]

[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Barat,Puskesmas,98,1201.0,"[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022

[...]

[1201] - LAMPIRAN 4.A JUMLAH PUSKESMAS PER PROVINSI TAHUN 2017 - 2022
[1204] - LAMPIRAN 4.B JUMLAH PUSKESMAS RAWAT INAP DAN NON RAWAT INAP PER PROVINSI TAHUN 2018 - 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2022,Sulawesi Barat,Rumah Sakit,14,1220.0,"[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022

[...]

[1220] - LAMPIRAN 8.A JUMLAH RUMAH SAKIT MENURUT JENIS, KEPEMILIKAN, DAN PROVINSI TAHUN 2022
[1221] - LAMPIRAN 8.B JUMLAH RUMAH SAKIT DAN JUMLAH TEMPAT TIDUR RUMAH SAKIT MENURUT KELAS RUMAH SAKIT DAN PROVINSI TAHUN 2022
[1222] - LAMPIRAN 8.C JUMLAH RUMAH SAKIT DAN RASIO TEMPAT TIDUR RUMAH SAKIT PER 1.000 PENDUDUK MENURUT PROVINSI TAHUN 2021 - 2022
[1223] - LAMPIRAN 8.D JUMLAH RUMAH SAKIT DAN TEMPAT TIDUR RS LAPANGAN/ RS DARURAT COVID-19 MENURUT PROVINSI TAHUN 2022
",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Gorontalo,Puskesmas,93,460.0,"Keberadaan puskesmas di Provinsi Gorontalo tahun 2023 berjumlah 93 unit, jumlah ini masih sama dengan tahun – tahun sebelumnya.",Profil Provinsi Lokal
2023,Gorontalo,Rumah Sakit,20,662.0,Di Provinsi Gorontalo tahun 2023 terdapat 20 unit Rumah Sakit yang terdiri dari 13 Rumah Sakit Umum Daerah (RSUD) 2 Rumah Sakit Umum TNI/POLRI dan 4 Rumah Sakit Swasta yang terdiri dari 3 RS Umum dan 1 RS Ibu dan Anak.,Profil Provinsi Lokal
2023,Sulawesi Tengah,Puskesmas,218,684.0,Tahun 2023 di Provinsi Sulawesi Tengah memiliki total Puskesmas Operasional dan sudah teregistrasi sebanyak 218 Puskesmas,Profil Provinsi Lokal
2023,Sulawesi Tengah,Rumah Sakit,35,1370.0,"Provinsi Sulawesi Tengah memiliki rumah sakit kelas B sebanyak 4 rumah sakit, rumah sakit kelas C sebanyak 23 rumah sakit, rumah sakit kelas D sebanyak 12 rumah sakit.",Profil Provinsi Lokal
2023,Sulawesi Tenggara,Puskesmas,339,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Tenggara,Rumah Sakit,61,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Selatan,Puskesmas,460,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Selatan,Rumah Sakit,173,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Utara,Puskesmas,211,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Utara,Rumah Sakit,54,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Barat,Puskesmas,98,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2023,Sulawesi Barat,Rumah Sakit,31,0.0,"
[...]

",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Gorontalo,Puskesmas,95,456.0,"Keberadaan puskesmas di Provinsi Gorontalo tahun 2023 berjumlah 93 unit, jumlah ini meningkat ditahun 2024 menjadi 95 unit dengan bertambahnya jumlah Puskesmas di wilayah Kabupaten Gorontalo.",Profil Provinsi Lokal
2024,Gorontalo,Rumah Sakit,20,788.0,Di Provinsi Gorontalo tahun 2024 terdapat 20 unit Rumah Sakit yang terdiri dari 13 Rumah Sakit Umum Daerah (RSUD) 2 Rumah Sakit Umum TNI/POLRI dan 5 Rumah Sakit Swasta yang terdiri dari 4 RS Umum dan 1 RS Ibu dan Anak.,Profil Provinsi Lokal
2024,Sulawesi Tengah,Puskesmas,219,441.0,Tahun 2024 di Provinsi Sulawesi Tengah memiliki total Puskesmas Operasional dan sudah teregistrasi sebanyak 219 Puskesmas.,Profil Provinsi Lokal
2024,Sulawesi Tengah,Rumah Sakit,40,866.0,"Pada bulan Desember 2024, Dinas Kesehatan Provinsi mencatat dari 40 rumah sakit yang teregistrasi terdapat 38 rumah sakit yang telah terakreditasi dan 2 rumah sakit yang belum terakreditasi.",Profil Provinsi Lokal
2024,Sulawesi Tenggara,Puskesmas,241,2226.0,"[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.

[...]

[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.
",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Tenggara,Rumah Sakit,18,3412.0,"Bukti Forensik: [3412] 0,39 0,68 0,95 0,98 1,11 1,15 1,16 1,16 1,18 1,23 1,23 1,24 1,24 1,25 1,25 1,30 1,37 1,39 1,39 1,48 1,51 1,53 1,54 1,56 1,62 1,65 1,69 1,74 1,76 1,91 1,91 1,96 2,02 2,08 2,12 2,37 2,64 2,64 1,4... [Teks dipotong karena format PDF rusak]",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Selatan,Puskesmas,426,2226.0,"[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.

[...]

[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.
",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Selatan,Rumah Sakit,59,3412.0,"Bukti Forensik: [3412] 0,39 0,68 0,95 0,98 1,11 1,15 1,16 1,16 1,18 1,23 1,23 1,24 1,24 1,25 1,25 1,30 1,37 1,39 1,39 1,48 1,51 1,53 1,54 1,56 1,62 1,65 1,69 1,74 1,76 1,91 1,91 1,96 2,02 2,08 2,12 2,37 2,64 2,64 1,4... [Teks dipotong karena format PDF rusak]",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Utara,Puskesmas,426,2226.0,"[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.

[...]

[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.
",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Utara,Rumah Sakit,37,3412.0,"Bukti Forensik: [3412] 0,39 0,68 0,95 0,98 1,11 1,15 1,16 1,16 1,18 1,23 1,23 1,24 1,24 1,25 1,25 1,30 1,37 1,39 1,39 1,48 1,51 1,53 1,54 1,56 1,62 1,65 1,69 1,74 1,76 1,91 1,91 1,96 2,02 2,08 2,12 2,37 2,64 2,64 1,4... [Teks dipotong karena format PDF rusak]",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Barat,Puskesmas,98,2226.0,"[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.

[...]

[2226] Total jumlah puskesmas di Indonesia sampai dengan Desember 2024 adalah 10.268 puskesmas, yang terdiri dari 4.252 puskesmas rawat inap dan 6.016 puskesmas non rawat inap. Jumlah ini meningkat dibandingkan tahun 2020 yaitu sebanyak 10.205, dengan jumlah puskesmas rawat inap sebanyak 4.119 puskesmas dan puskesmas non rawat inap sebanyak 6.086 puskesmas. Data mengenai jumlah puskesmas ini dapat dilihat secara lengkap pada Lampiran 4.a dan 4.b.
",Proxy Nasional (Markdown dengan Fallback Alignment)
2024,Sulawesi Barat,Rumah Sakit,6,3412.0,"Bukti Forensik: [3412] 0,39 0,68 0,95 0,98 1,11 1,15 1,16 1,16 1,18 1,23 1,23 1,24 1,24 1,25 1,25 1,30 1,37 1,39 1,39 1,48 1,51 1,53 1,54 1,56 1,62 1,65 1,69 1,74 1,76 1,91 1,91 1,96 2,02 2,08 2,12 2,37 2,64 2,64 1,4... [Teks dipotong karena format PDF rusak]",Proxy Nasional (Markdown dengan Fallback Alignment)
