provinsi,tahun,sektor_kode,sektor_nama,nilai_miliar_rp,pct_dari_total
Sulawesi Barat,2023,D,Pengadaan Listrik dan Gas,23.17,0.04
Sulawesi Barat,2023,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",75.05,0.13
Sulawesi Barat,2023,F,Konstruksi,4294.63,7.33
Sulawesi Barat,2023,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5821.08,9.94
Sulawesi Barat,2023,H,Transportasi dan Pergudangan,892.69,1.52
Sulawesi Barat,2023,I,Penyediaan Akomodasi dan Makan Minum,142.15,0.24
Sulawesi Barat,2023,J,Informasi dan Komunikasi,2335.13,3.99
Sulawesi Barat,2023,K,Jasa Keuangan dan Asuransi,1236.13,2.11
Sulawesi Barat,2023,L,Real Estat,1471.07,2.51
Sulawesi Barat,2023,"M,N",Jasa Perusahaan,36.18,0.06
Sulawesi Barat,2023,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3731.32,6.37
Sulawesi Barat,2023,P,Jasa Pendidikan,2490.4,4.25
Sulawesi Barat,2023,Q,Jasa Kesehatan dan Kegiatan Sosial,1054.19,1.8
Sulawesi Barat,2023,"R,S,T,U",Jasa Lainnya,973.59,1.66
Sulawesi Barat,2024,A,"Pertanian, Kehutanan, dan Perikanan",29608.76,46.11
Sulawesi Barat,2024,B,Pertambangan dan Penggalian,1417.81,2.21
Sulawesi Barat,2024,C,Industri Pengolahan,6684.64,10.41
Sulawesi Barat,2024,D,Pengadaan Listrik dan Gas,25.46,0.04
Sulawesi Barat,2024,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",81.92,0.13
Sulawesi Barat,2024,F,Konstruksi,4618.63,7.19
Sulawesi Barat,2024,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,6241.99,9.72
Sulawesi Barat,2024,H,Transportasi dan Pergudangan,967.34,1.51
Sulawesi Barat,2024,I,Penyediaan Akomodasi dan Makan Minum,156.04,0.24
Sulawesi Barat,2024,J,Informasi dan Komunikasi,2490.3,3.88
Sulawesi Barat,2024,K,Jasa Keuangan dan Asuransi,1279.61,1.99
Sulawesi Barat,2024,L,Real Estat,1620.27,2.52
Sulawesi Barat,2024,"M,N",Jasa Perusahaan,40.2,0.06
Sulawesi Barat,2024,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3989.5,6.21
Sulawesi Barat,2024,P,Jasa Pendidikan,2765.97,4.31
Sulawesi Barat,2024,Q,Jasa Kesehatan dan Kegiatan Sosial,1187.94,1.85
Sulawesi Barat,2024,"R,S,T,U",Jasa Lainnya,1038.28,1.62
Sulawesi Selatan,2014,A,"Pertanian, Kehutanan, dan Perikanan",68465.44,22.97
Sulawesi Selatan,2014,B,Pertambangan dan Penggalian,21181.98,7.11
Sulawesi Selatan,2014,C,Industri Pengolahan,41652.14,13.98
Sulawesi Selatan,2014,D,Pengadaan Listrik dan Gas,204.64,0.07
Sulawesi Selatan,2014,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",354.76,0.12
Sulawesi Selatan,2014,F,Konstruksi,36015.37,12.08
Sulawesi Selatan,2014,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,37623.8,12.62
Sulawesi Selatan,2014,H,Transportasi dan Pergudangan,11827.82,3.97
Sulawesi Selatan,2014,I,Penyediaan Akomodasi dan Makan Minum,4108.43,1.38
Sulawesi Selatan,2014,J,Informasi dan Komunikasi,14594.26,4.9
Sulawesi Selatan,2014,K,Jasa Keuangan dan Asuransi,10823.77,3.63
Sulawesi Selatan,2014,L,Real Estat,11523.07,3.87
Sulawesi Selatan,2014,"M,N",Jasa Perusahaan,1297.15,0.44
Sulawesi Selatan,2014,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",13632.19,4.57
Sulawesi Selatan,2014,P,Jasa Pendidikan,15497.61,5.2
Sulawesi Selatan,2014,Q,Jasa Kesehatan dan Kegiatan Sosial,5509.31,1.85
Sulawesi Selatan,2014,"R,S,T,U",Jasa Lainnya,3722.08,1.25
Sulawesi Selatan,2015,A,"Pertanian, Kehutanan, dan Perikanan",78781.76,23.14
Sulawesi Selatan,2015,B,Pertambangan dan Penggalian,21521.03,6.32
Sulawesi Selatan,2015,C,Industri Pengolahan,47250.09,13.88
Sulawesi Selatan,2015,D,Pengadaan Listrik dan Gas,193.48,0.06
Sulawesi Selatan,2015,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",369.75,0.11
Sulawesi Selatan,2015,F,Konstruksi,42181.43,12.39
Sulawesi Selatan,2015,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,43788.67,12.86
Sulawesi Selatan,2015,H,Transportasi dan Pergudangan,14245.73,4.19
Sulawesi Selatan,2015,I,Penyediaan Akomodasi dan Makan Minum,4548.96,1.34
Sulawesi Selatan,2015,J,Informasi dan Komunikasi,15715.16,4.62
Sulawesi Selatan,2015,K,Jasa Keuangan dan Asuransi,12256.57,3.6
Sulawesi Selatan,2015,L,Real Estat,13585.65,3.99
Sulawesi Selatan,2015,"M,N",Jasa Perusahaan,1483.65,0.44
Sulawesi Selatan,2015,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",16286.08,4.78
Sulawesi Selatan,2015,P,Jasa Pendidikan,17300.51,5.08
Sulawesi Selatan,2015,Q,Jasa Kesehatan dan Kegiatan Sosial,6515.54,1.91
Sulawesi Selatan,2015,"R,S,T,U",Jasa Lainnya,4366.16,1.28
Sulawesi Selatan,2016,A,"Pertanian, Kehutanan, dan Perikanan",88344.95,23.43
Sulawesi Selatan,2016,B,Pertambangan dan Penggalian,19564.26,5.19
Sulawesi Selatan,2016,C,Industri Pengolahan,53017.47,14.06
Sulawesi Selatan,2016,D,Pengadaan Listrik dan Gas,219.86,0.06
Sulawesi Selatan,2016,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",394.0,0.1
Sulawesi Selatan,2016,F,Konstruksi,47621.18,12.63
Sulawesi Selatan,2016,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,50058.29,13.27
Sulawesi Selatan,2016,H,Transportasi dan Pergudangan,16170.46,4.29
Sulawesi Selatan,2016,I,Penyediaan Akomodasi dan Makan Minum,4991.42,1.32
Sulawesi Selatan,2016,J,Informasi dan Komunikasi,17573.8,4.66
Sulawesi Selatan,2016,K,Jasa Keuangan dan Asuransi,14363.09,3.81
Sulawesi Selatan,2016,L,Real Estat,14879.21,3.95
Sulawesi Selatan,2016,"M,N",Jasa Perusahaan,1652.58,0.44
Sulawesi Selatan,2016,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",16841.81,4.47
Sulawesi Selatan,2016,P,Jasa Pendidikan,19130.9,5.07
Sulawesi Selatan,2016,Q,Jasa Kesehatan dan Kegiatan Sosial,7329.54,1.94
Sulawesi Selatan,2016,"R,S,T,U",Jasa Lainnya,4956.08,1.31
Sulawesi Selatan,2017,A,"Pertanian, Kehutanan, dan Perikanan",96109.87,23.13
Sulawesi Selatan,2017,B,Pertambangan dan Penggalian,20405.86,4.91
Sulawesi Selatan,2017,C,Industri Pengolahan,57449.33,13.82
Sulawesi Selatan,2017,D,Pengadaan Listrik dan Gas,268.71,0.06
Sulawesi Selatan,2017,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",430.77,0.1
Sulawesi Selatan,2017,F,Konstruksi,53563.97,12.89
Sulawesi Selatan,2017,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,56977.29,13.71
Sulawesi Selatan,2017,H,Transportasi dan Pergudangan,17514.08,4.21
Sulawesi Selatan,2017,I,Penyediaan Akomodasi dan Makan Minum,5710.65,1.37
Sulawesi Selatan,2017,J,Informasi dan Komunikasi,19933.01,4.8
Sulawesi Selatan,2017,K,Jasa Keuangan dan Asuransi,15797.24,3.8
Sulawesi Selatan,2017,L,Real Estat,15874.72,3.82
Sulawesi Selatan,2017,"M,N",Jasa Perusahaan,1845.25,0.44
Sulawesi Selatan,2017,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",18194.82,4.38
Sulawesi Selatan,2017,P,Jasa Pendidikan,21756.45,5.24
Sulawesi Selatan,2017,Q,Jasa Kesehatan dan Kegiatan Sosial,8188.61,1.97
Sulawesi Selatan,2017,"R,S,T,U",Jasa Lainnya,5567.57,1.34
Sulawesi Selatan,2018,A,"Pertanian, Kehutanan, dan Perikanan",104097.07,22.54
Sulawesi Selatan,2018,B,Pertambangan dan Penggalian,22166.69,4.8
Sulawesi Selatan,2018,C,Industri Pengolahan,59443.1,12.87
Sulawesi Selatan,2018,D,Pengadaan Listrik dan Gas,300.09,0.06
Sulawesi Selatan,2018,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",462.7,0.1
Sulawesi Selatan,2018,F,Konstruksi,62568.95,13.55
Sulawesi Selatan,2018,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,66418.32,14.38
Sulawesi Selatan,2018,H,Transportasi dan Pergudangan,19699.78,4.27
Sulawesi Selatan,2018,I,Penyediaan Akomodasi dan Makan Minum,6532.74,1.41
Sulawesi Selatan,2018,J,Informasi dan Komunikasi,22779.85,4.93
Sulawesi Selatan,2018,K,Jasa Keuangan dan Asuransi,17278.62,3.74
Sulawesi Selatan,2018,L,Real Estat,17144.39,3.71
Sulawesi Selatan,2018,"M,N",Jasa Perusahaan,2106.3,0.46
Sulawesi Selatan,2018,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",20654.25,4.47
Sulawesi Selatan,2018,P,Jasa Pendidikan,24425.95,5.29
Sulawesi Selatan,2018,Q,Jasa Kesehatan dan Kegiatan Sosial,9187.59,1.99
Sulawesi Selatan,2018,"R,S,T,U",Jasa Lainnya,6508.35,1.41
Sulawesi Selatan,2019,A,"Pertanian, Kehutanan, dan Perikanan",107655.08,21.35
Sulawesi Selatan,2019,B,Pertambangan dan Penggalian,23301.72,4.62
Sulawesi Selatan,2019,C,Industri Pengolahan,66426.93,13.17
Sulawesi Selatan,2019,D,Pengadaan Listrik dan Gas,318.61,0.06
Sulawesi Selatan,2019,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",476.36,0.09
Sulawesi Selatan,2019,F,Konstruksi,71164.18,14.11
Sulawesi Selatan,2019,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,74624.4,14.8
Sulawesi Selatan,2019,H,Transportasi dan Pergudangan,21211.47,4.21
Sulawesi Selatan,2019,I,Penyediaan Akomodasi dan Makan Minum,7129.7,1.41
Sulawesi Selatan,2019,J,Informasi dan Komunikasi,25485.62,5.05
Sulawesi Selatan,2019,K,Jasa Keuangan dan Asuransi,18429.94,3.65
Sulawesi Selatan,2019,L,Real Estat,18407.59,3.65
Sulawesi Selatan,2019,"M,N",Jasa Perusahaan,2370.75,0.47
Sulawesi Selatan,2019,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",23328.53,4.63
Sulawesi Selatan,2019,P,Jasa Pendidikan,26538.45,5.26
Sulawesi Selatan,2019,Q,Jasa Kesehatan dan Kegiatan Sosial,10163.1,2.02
Sulawesi Selatan,2019,"R,S,T,U",Jasa Lainnya,7288.27,1.45
Sulawesi Selatan,2020,A,"Pertanian, Kehutanan, dan Perikanan",109460.08,21.72
Sulawesi Selatan,2020,B,Pertambangan dan Penggalian,23541.09,4.67
Sulawesi Selatan,2020,C,Industri Pengolahan,64316.58,12.76
Sulawesi Selatan,2020,D,Pengadaan Listrik dan Gas,322.65,0.06
Sulawesi Selatan,2020,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",510.09,0.1
Sulawesi Selatan,2020,F,Konstruksi,72415.57,14.37
Sulawesi Selatan,2020,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,72982.96,14.48
Sulawesi Selatan,2020,H,Transportasi dan Pergudangan,15483.18,3.07
Sulawesi Selatan,2020,I,Penyediaan Akomodasi dan Makan Minum,6302.0,1.25
Sulawesi Selatan,2020,J,Informasi dan Komunikasi,28309.67,5.62
Sulawesi Selatan,2020,K,Jasa Keuangan dan Asuransi,18914.62,3.75
Sulawesi Selatan,2020,L,Real Estat,19214.27,3.81
Sulawesi Selatan,2020,"M,N",Jasa Perusahaan,2176.61,0.43
Sulawesi Selatan,2020,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",23749.39,4.71
Sulawesi Selatan,2020,P,Jasa Pendidikan,28238.15,5.6
Sulawesi Selatan,2020,Q,Jasa Kesehatan dan Kegiatan Sosial,11635.1,2.31
Sulawesi Selatan,2020,"R,S,T,U",Jasa Lainnya,6480.52,1.29
Sulawesi Selatan,2021,A,"Pertanian, Kehutanan, dan Perikanan",122834.66,22.54
Sulawesi Selatan,2021,B,Pertambangan dan Penggalian,25904.92,4.75
Sulawesi Selatan,2021,C,Industri Pengolahan,68092.54,12.5
Sulawesi Selatan,2021,D,Pengadaan Listrik dan Gas,367.61,0.07
Sulawesi Selatan,2021,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",541.44,0.1
Sulawesi Selatan,2021,F,Konstruksi,78560.75,14.42
Sulawesi Selatan,2021,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,79490.51,14.59
Sulawesi Selatan,2021,H,Transportasi dan Pergudangan,16764.76,3.08
Sulawesi Selatan,2021,I,Penyediaan Akomodasi dan Makan Minum,6566.25,1.21
Sulawesi Selatan,2021,J,Informasi dan Komunikasi,30297.13,5.56
Sulawesi Selatan,2021,K,Jasa Keuangan dan Asuransi,19793.43,3.63
Sulawesi Selatan,2021,L,Real Estat,19747.55,3.62
Sulawesi Selatan,2021,"M,N",Jasa Perusahaan,2354.76,0.43
Sulawesi Selatan,2021,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",24454.47,4.49
Sulawesi Selatan,2021,P,Jasa Pendidikan,29214.69,5.36
Sulawesi Selatan,2021,Q,Jasa Kesehatan dan Kegiatan Sosial,12801.99,2.35
Sulawesi Selatan,2021,"R,S,T,U",Jasa Lainnya,7069.66,1.3
Sulawesi Selatan,2022,A,"Pertanian, Kehutanan, dan Perikanan",133923.31,22.13
Sulawesi Selatan,2022,B,Pertambangan dan Penggalian,30875.23,5.1
Sulawesi Selatan,2022,C,Industri Pengolahan,77997.2,12.89
Sulawesi Selatan,2022,D,Pengadaan Listrik dan Gas,428.38,0.07
Sulawesi Selatan,2022,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",592.23,0.1
Sulawesi Selatan,2022,F,Konstruksi,85233.42,14.08
Sulawesi Selatan,2022,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,88596.71,14.64
Sulawesi Selatan,2022,H,Transportasi dan Pergudangan,23912.46,3.95
Sulawesi Selatan,2022,I,Penyediaan Akomodasi dan Makan Minum,8018.89,1.33
Sulawesi Selatan,2022,J,Informasi dan Komunikasi,32345.58,5.34
Sulawesi Selatan,2022,K,Jasa Keuangan dan Asuransi,21674.9,3.58
Sulawesi Selatan,2022,L,Real Estat,21121.93,3.49
Sulawesi Selatan,2022,"M,N",Jasa Perusahaan,2808.55,0.46
Sulawesi Selatan,2022,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",24941.9,4.12
Sulawesi Selatan,2022,P,Jasa Pendidikan,30606.82,5.06
Sulawesi Selatan,2022,Q,Jasa Kesehatan dan Kegiatan Sosial,14045.5,2.32
Sulawesi Selatan,2022,"R,S,T,U",Jasa Lainnya,8052.95,1.33
Sulawesi Selatan,2023,A,"Pertanian, Kehutanan, dan Perikanan",141545.08,21.69
Sulawesi Selatan,2023,B,Pertambangan dan Penggalian,33488.12,5.13
Sulawesi Selatan,2023,C,Industri Pengolahan,83858.19,12.85
Sulawesi Selatan,2023,D,Pengadaan Listrik dan Gas,478.84,0.07
Sulawesi Selatan,2023,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",616.09,0.09
Sulawesi Selatan,2023,F,Konstruksi,92441.6,14.16
Sulawesi Selatan,2023,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,95894.73,14.69
Sulawesi Selatan,2023,H,Transportasi dan Pergudangan,29168.86,4.47
Sulawesi Selatan,2023,I,Penyediaan Akomodasi dan Makan Minum,8762.16,1.34
Sulawesi Selatan,2023,J,Informasi dan Komunikasi,34921.45,5.35
Sulawesi Selatan,2023,K,Jasa Keuangan dan Asuransi,23014.69,3.53
Sulawesi Selatan,2023,L,Real Estat,22521.63,3.45
Sulawesi Selatan,2023,"M,N",Jasa Perusahaan,3190.96,0.49
Sulawesi Selatan,2023,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",26165.99,4.01
Sulawesi Selatan,2023,P,Jasa Pendidikan,32011.99,4.9
Sulawesi Selatan,2023,Q,Jasa Kesehatan dan Kegiatan Sosial,15353.27,2.35
Sulawesi Selatan,2023,"R,S,T,U",Jasa Lainnya,9214.45,1.41
Sulawesi Selatan,2024,A,"Pertanian, Kehutanan, dan Perikanan",152048.02,21.84
Sulawesi Selatan,2024,B,Pertambangan dan Penggalian,31687.92,4.55
Sulawesi Selatan,2024,C,Industri Pengolahan,90664.86,13.02
Sulawesi Selatan,2024,D,Pengadaan Listrik dan Gas,499.46,0.07
Sulawesi Selatan,2024,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",646.3,0.09
Sulawesi Selatan,2024,F,Konstruksi,94072.51,13.51
Sulawesi Selatan,2024,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,103078.54,14.8
Sulawesi Selatan,2024,H,Transportasi dan Pergudangan,32219.99,4.63
Sulawesi Selatan,2024,I,Penyediaan Akomodasi dan Makan Minum,9497.46,1.36
Sulawesi Selatan,2024,J,Informasi dan Komunikasi,37618.84,5.4
Sulawesi Selatan,2024,K,Jasa Keuangan dan Asuransi,24963.82,3.59
Sulawesi Selatan,2024,L,Real Estat,24347.53,3.5
Sulawesi Selatan,2024,"M,N",Jasa Perusahaan,3462.27,0.5
Sulawesi Selatan,2024,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",27942.56,4.01
Sulawesi Selatan,2024,P,Jasa Pendidikan,35046.1,5.03
Sulawesi Selatan,2024,Q,Jasa Kesehatan dan Kegiatan Sosial,17810.8,2.56
Sulawesi Selatan,2024,"R,S,T,U",Jasa Lainnya,10645.81,1.53
Sulawesi Tengah,2014,A,"Pertanian, Kehutanan, dan Perikanan",31036.03,34.39
Sulawesi Tengah,2014,B,Pertambangan dan Penggalian,8645.75,9.58
Sulawesi Tengah,2014,C,Industri Pengolahan,5296.51,5.87
Sulawesi Tengah,2014,D,Pengadaan Listrik dan Gas,32.64,0.04
Sulawesi Tengah,2014,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",132.85,0.15
Sulawesi Tengah,2014,F,Konstruksi,12273.45,13.6
Sulawesi Tengah,2014,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,8787.92,9.74
Sulawesi Tengah,2014,H,Transportasi dan Pergudangan,3845.11,4.26
Sulawesi Tengah,2014,I,Penyediaan Akomodasi dan Makan Minum,522.68,0.58
Sulawesi Tengah,2014,J,Informasi dan Komunikasi,3135.0,3.47
Sulawesi Tengah,2014,K,Jasa Keuangan dan Asuransi,2133.17,2.36
Sulawesi Tengah,2014,L,Real Estat,1869.56,2.07
Sulawesi Tengah,2014,"M,N",Jasa Perusahaan,253.05,0.28
Sulawesi Tengah,2014,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",6123.14,6.78
Sulawesi Tengah,2014,P,Jasa Pendidikan,3963.96,4.39
Sulawesi Tengah,2014,Q,Jasa Kesehatan dan Kegiatan Sosial,1378.85,1.53
Sulawesi Tengah,2014,"R,S,T,U",Jasa Lainnya,816.62,0.9
Sulawesi Tengah,2015,A,"Pertanian, Kehutanan, dan Perikanan",33643.74,31.28
Sulawesi Tengah,2015,B,Pertambangan dan Penggalian,11027.22,10.25
Sulawesi Tengah,2015,C,Industri Pengolahan,10455.73,9.72
Sulawesi Tengah,2015,D,Pengadaan Listrik dan Gas,31.77,0.03
Sulawesi Tengah,2015,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",150.85,0.14
Sulawesi Tengah,2015,F,Konstruksi,15341.2,14.26
Sulawesi Tengah,2015,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,9986.68,9.28
Sulawesi Tengah,2015,H,Transportasi dan Pergudangan,4344.51,4.04
Sulawesi Tengah,2015,I,Penyediaan Akomodasi dan Makan Minum,592.68,0.55
Sulawesi Tengah,2015,J,Informasi dan Komunikasi,3469.44,3.23
Sulawesi Tengah,2015,K,Jasa Keuangan dan Asuransi,2350.62,2.19
Sulawesi Tengah,2015,L,Real Estat,2098.94,1.95
Sulawesi Tengah,2015,"M,N",Jasa Perusahaan,286.92,0.27
Sulawesi Tengah,2015,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",6923.04,6.44
Sulawesi Tengah,2015,P,Jasa Pendidikan,4368.65,4.06
Sulawesi Tengah,2015,Q,Jasa Kesehatan dan Kegiatan Sosial,1532.65,1.42
Sulawesi Tengah,2015,"R,S,T,U",Jasa Lainnya,968.83,0.9
Sulawesi Tengah,2016,A,"Pertanian, Kehutanan, dan Perikanan",35538.28,29.61
Sulawesi Tengah,2016,B,Pertambangan dan Penggalian,14165.57,11.8
Sulawesi Tengah,2016,C,Industri Pengolahan,14253.53,11.87
Sulawesi Tengah,2016,D,Pengadaan Listrik dan Gas,35.93,0.03
Sulawesi Tengah,2016,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",162.43,0.14
Sulawesi Tengah,2016,F,Konstruksi,15501.06,12.91
Sulawesi Tengah,2016,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,10883.36,9.07
Sulawesi Tengah,2016,H,Transportasi dan Pergudangan,4663.78,3.89
Sulawesi Tengah,2016,I,Penyediaan Akomodasi dan Makan Minum,636.75,0.53
Sulawesi Tengah,2016,J,Informasi dan Komunikasi,3823.84,3.19
Sulawesi Tengah,2016,K,Jasa Keuangan dan Asuransi,2840.02,2.37
Sulawesi Tengah,2016,L,Real Estat,2229.21,1.86
Sulawesi Tengah,2016,"M,N",Jasa Perusahaan,310.84,0.26
Sulawesi Tengah,2016,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",7518.03,6.26
Sulawesi Tengah,2016,P,Jasa Pendidikan,4750.82,3.96
Sulawesi Tengah,2016,Q,Jasa Kesehatan dan Kegiatan Sosial,1625.67,1.35
Sulawesi Tengah,2016,"R,S,T,U",Jasa Lainnya,1090.9,0.91
Sulawesi Tengah,2017,A,"Pertanian, Kehutanan, dan Perikanan",38822.55,28.98
Sulawesi Tengah,2017,B,Pertambangan dan Penggalian,17192.25,12.83
Sulawesi Tengah,2017,C,Industri Pengolahan,16541.02,12.35
Sulawesi Tengah,2017,D,Pengadaan Listrik dan Gas,44.08,0.03
Sulawesi Tengah,2017,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",176.59,0.13
Sulawesi Tengah,2017,F,Konstruksi,16785.47,12.53
Sulawesi Tengah,2017,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,11800.1,8.81
Sulawesi Tengah,2017,H,Transportasi dan Pergudangan,5195.42,3.88
Sulawesi Tengah,2017,I,Penyediaan Akomodasi dan Makan Minum,719.14,0.54
Sulawesi Tengah,2017,J,Informasi dan Komunikasi,4291.04,3.2
Sulawesi Tengah,2017,K,Jasa Keuangan dan Asuransi,3160.99,2.36
Sulawesi Tengah,2017,L,Real Estat,2435.79,1.82
Sulawesi Tengah,2017,"M,N",Jasa Perusahaan,335.07,0.25
Sulawesi Tengah,2017,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",8290.81,6.19
Sulawesi Tengah,2017,P,Jasa Pendidikan,5165.47,3.86
Sulawesi Tengah,2017,Q,Jasa Kesehatan dan Kegiatan Sosial,1818.78,1.36
Sulawesi Tengah,2017,"R,S,T,U",Jasa Lainnya,1176.59,0.88
Sulawesi Tengah,2018,A,"Pertanian, Kehutanan, dan Perikanan",41722.83,24.96
Sulawesi Tengah,2018,B,Pertambangan dan Penggalian,21468.29,12.84
Sulawesi Tengah,2018,C,Industri Pengolahan,34919.67,20.89
Sulawesi Tengah,2018,D,Pengadaan Listrik dan Gas,50.0,0.03
Sulawesi Tengah,2018,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",190.89,0.11
Sulawesi Tengah,2018,F,Konstruksi,18300.51,10.95
Sulawesi Tengah,2018,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,13347.64,7.99
Sulawesi Tengah,2018,H,Transportasi dan Pergudangan,5958.02,3.56
Sulawesi Tengah,2018,I,Penyediaan Akomodasi dan Makan Minum,799.45,0.48
Sulawesi Tengah,2018,J,Informasi dan Komunikasi,5075.11,3.04
Sulawesi Tengah,2018,K,Jasa Keuangan dan Asuransi,3332.36,1.99
Sulawesi Tengah,2018,L,Real Estat,2696.3,1.61
Sulawesi Tengah,2018,"M,N",Jasa Perusahaan,370.77,0.22
Sulawesi Tengah,2018,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",9748.57,5.83
Sulawesi Tengah,2018,P,Jasa Pendidikan,5736.63,3.43
Sulawesi Tengah,2018,Q,Jasa Kesehatan dan Kegiatan Sosial,2134.82,1.28
Sulawesi Tengah,2018,"R,S,T,U",Jasa Lainnya,1283.91,0.77
Sulawesi Tengah,2019,A,"Pertanian, Kehutanan, dan Perikanan",43091.99,23.2
Sulawesi Tengah,2019,B,Pertambangan dan Penggalian,24863.31,13.39
Sulawesi Tengah,2019,C,Industri Pengolahan,41643.48,22.42
Sulawesi Tengah,2019,D,Pengadaan Listrik dan Gas,51.81,0.03
Sulawesi Tengah,2019,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",196.62,0.11
Sulawesi Tengah,2019,F,Konstruksi,21021.92,11.32
Sulawesi Tengah,2019,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,14608.67,7.87
Sulawesi Tengah,2019,H,Transportasi dan Pergudangan,6557.23,3.53
Sulawesi Tengah,2019,I,Penyediaan Akomodasi dan Makan Minum,831.71,0.45
Sulawesi Tengah,2019,J,Informasi dan Komunikasi,5662.8,3.05
Sulawesi Tengah,2019,K,Jasa Keuangan dan Asuransi,3370.56,1.81
Sulawesi Tengah,2019,L,Real Estat,2798.05,1.51
Sulawesi Tengah,2019,"M,N",Jasa Perusahaan,395.11,0.21
Sulawesi Tengah,2019,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",10750.06,5.79
Sulawesi Tengah,2019,P,Jasa Pendidikan,6146.02,3.31
Sulawesi Tengah,2019,Q,Jasa Kesehatan dan Kegiatan Sosial,2397.69,1.29
Sulawesi Tengah,2019,"R,S,T,U",Jasa Lainnya,1353.04,0.73
Sulawesi Tengah,2020,A,"Pertanian, Kehutanan, dan Perikanan",42961.69,21.76
Sulawesi Tengah,2020,B,Pertambangan dan Penggalian,26456.48,13.4
