28,Gorontalo,6,10,5,"83,33",,,,,,,,,,,,
29,Sulawesi Barat,5,9,2,"40,00",,,,,,,,,,,,
30,Maluku,11,34,7,"63,64",,,,,,,,,,,,
31,Maluku Utara,9,14,5,"55,56",,,,,,,,,,,,
32,Papua Barat,11,40,11,"100,00",,,,,,,,,,,,
33,Papua,29,19,5,"17,24",,,,,,,,,,,,
Indonesia,,497,1.694,388,"78,07",,,,,,,,,,,,
No,Provinsi,Jumlah Kabupaten/Kota,Jumlah Puskesmas Mampu PKPR,Jumlah Kabupaten/Kota dengan PKPR,Persentase Kabupaten/Kota dengan PKPR,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,
1,Aceh,23,92,15,"65,22",,,,,,,,,,,,
2,Sumatera Utara,33,241,27,"81,82",,,,,,,,,,,,
3,Sumatera Barat,19,85,18,"94,74",,,,,,,,,,,,
4,Riau,12,83,11,"91,67",,,,,,,,,,,,
5,Jambi,11,54,10,"90,91",,,,,,,,,,,,
6,Sumatera Selatan,15,134,12,"80,00",,,,,,,,,,,,
7,Bengkulu,10,71,8,"80,00",,,,,,,,,,,,
8,Lampung,14,64,14,"100,00",,,,,,,,,,,,
9,Kepulauan Bangka Belitung,7,39,7,100,,,,,,,,,,,,
10,Kepulauan Riau,7,40,5,"71,43",,,,,,,,,,,,
11,DKI Jakarta,6,22,5,"83,33",,,,,,,,,,,,
12,Jawa Barat,26,356,26,"100,00",,,,,,,,,,,,
13,Jawa Tengah,35,265,33,"94,29",,,,,,,,,,,,
14,DI Yogyakarta,5,76,5,"100,00",,,,,,,,,,,,
15,Jawa Timur,38,277,37,"97,37",,,,,,,,,,,,
16,Banten,8,54,7,"87,50",,,,,,,,,,,,
17,Bali,9,50,9,100,,,,,,,,,,,,
18,Nusa Tenggara Barat,10,40,10,"100,00",,,,,,,,,,,,
19,Nusa Tenggara Timur,21,146,18,"85,71",,,,,,,,,,,,
20,Kalimantan Barat,14,124,13,"92,86",,,,,,,,,,,,
21,Kalimantan Tengah,14,57,10,"71,43",,,,,,,,,,,,
22,Kalimantan Selatan,13,85,9,"69,23",,,,,,,,,,,,
23,Kalimantan Timur,14,51,8,"57,14",,,,,,,,,,,,
24,Sulawesi Utara,15,78,12,"80,00",,,,,,,,,,,,
25,Sulawesi Tengah,11,41,9,"81,82",,,,,,,,,,,,
26,Sulawesi Selatan,24,101,23,"95,83",,,,,,,,,,,,
27,Sulawesi Tenggara,12,49,12,100,,,,,,,,,,,,
28,Gorontalo,6,22,5,"83,33",,,,,,,,,,,,
29,Sulawesi Barat,5,18,3,"60,00",,,,,,,,,,,,
30,Maluku,11,92,6,"54,55",,,,,,,,,,,,
31,Maluku Utara,9,22,4,"44,44",,,,,,,,,,,,
32,Papua Barat,11,41,9,"81,82",,,,,,,,,,,,
33,Papua,29,25,5,"17,24",,,,,,,,,,,,
Indonesia,,497,2.995,405,"81,49",,,,,,,,,,,,
No,Provinsi,Puskesmas Memiliki Panti Anak Terlantar,Puskesmas Membina Panti Anak Terlantar,,Jumlah Seluruh Panti di Wilayah Kerja Puskesmas,,,,,,,,,,,,
,,,Jumlah,Persentase (%),,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,
1,Aceh,97,52,"53,61",127,,,,,,,,,,,,
2,Sumatera Utara,20,19,"95,00",22,,,,,,,,,,,,
3,Sumatera Barat,67,67,100,101,,,,,,,,,,,,
4,Riau,51,31,"60,78",68,,,,,,,,,,,,
5,Jambi,31,31,100,48,,,,,,,,,,,,
6,Sumatera Selatan,60,48,"80,00",115,,,,,,,,,,,,
7,Bengkulu,9,4,"44,44",13,,,,,,,,,,,,
8,Lampung,59,55,"93,22",117,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,10,9,"90,00",13,,,,,,,,,,,,
10,Kepulauan Riau,22,22,"100,00",52,,,,,,,,,,,,
11,DKI Jakarta,31,31,100,80,,,,,,,,,,,,
12,Jawa Barat,85,85,"100,00",130,,,,,,,,,,,,
13,Jawa Tengah,29,29,100,41,,,,,,,,,,,,
14,DI Yogyakarta,32,32,"100,00",53,,,,,,,,,,,,
15,Jawa Timur,415,324,"78,07",993,,,,,,,,,,,,
16,Banten,41,32,"78,05",43,,,,,,,,,,,,
17,Bali,27,27,100,59,,,,,,,,,,,,
18,Nusa Tenggara Barat,97,28,"28,87",227,,,,,,,,,,,,
19,Nusa Tenggara Timur,85,85,100,130,,,,,,,,,,,,
20,Kalimantan Barat,54,53,"98,15",117,,,,,,,,,,,,
21,Kalimantan Tengah,tad,tad,tad,tad,,,,,,,,,,,,
22,Kalimantan Selatan,44,44,"100,00",84,,,,,,,,,,,,
23,Kalimantan Timur,45,45,100,65,,,,,,,,,,,,
24,Sulawesi Utara,20,20,"100,00",34,,,,,,,,,,,,
25,Sulawesi Tengah,56,39,"69,64",112,,,,,,,,,,,,
26,Sulawesi Selatan,150,67,"44,67",215,,,,,,,,,,,,
27,Sulawesi Tenggara,50,47,"94,00",70,,,,,,,,,,,,
28,Gorontalo,18,18,"100,00",29,,,,,,,,,,,,
29,Sulawesi Barat,tad,tad,tad,tad,,,,,,,,,,,,
30,Maluku,20,16,"80,00",80,,,,,,,,,,,,
31,Maluku Utara,13,10,"76,92",77,,,,,,,,,,,,
32,Papua Barat,tad,tad,tad,tad,,,,,,,,,,,,
33,Papua,tad,tad,tad,tad,,,,,,,,,,,,
Indonesia,,1.738,1.370,"78,83",3.315,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas Memiliki Lapas/Rutan,Puskesmas Membina Kesehatan Anak Berhadapan Hukum (ABH) di Lapas/Rutan di 29 Provinsi,,Jumlah Seluruh Lapas/Rutan di Wilayah Kerja Puskesmas,,,,,,,,,,,,
,,,Jumlah,Persentase (%),,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,
1,Aceh,1,1,100,1,,,,,,,,,,,,
2,Sumatera Utara,8,8,100,8,,,,,,,,,,,,
3,Sumatera Barat,2,2,100,2,,,,,,,,,,,,
4,Riau,10,10,100,10,,,,,,,,,,,,
5,Jambi,1,1,100,1,,,,,,,,,,,,
6,Sumatera Selatan,10,9,90,10,,,,,,,,,,,,
7,Bengkulu,tad,tad,tad,tad,,,,,,,,,,,,
8,Lampung,2,1,50,2,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,4,4,100,4,,,,,,,,,,,,
10,Kepulauan Riau,tad,tad,tad,tad,,,,,,,,,,,,
11,DKI Jakarta,1,1,100,1,,,,,,,,,,,,
12,Jawa Barat,7,7,100,7,,,,,,,,,,,,
13,Jawa Tengah,9,8,"88,89",8,,,,,,,,,,,,
14,DI Yogyakarta,tad,tad,tad,tad,,,,,,,,,,,,
15,Jawa Timur,38,38,100,38,,,,,,,,,,,,
16,Banten,2,2,100,2,,,,,,,,,,,,
17,Bali,2,2,100,2,,,,,,,,,,,,
18,Nusa Tenggara Barat,1,1,100,1,,,,,,,,,,,,
19,Nusa Tenggara Timur,22,21,"95,45",22,,,,,,,,,,,,
20,Kalimantan Barat,1,1,100,1,,,,,,,,,,,,
21,Kalimantan Tengah,tad,tad,tad,tad,,,,,,,,,,,,
22,Kalimantan Selatan,1,1,100,1,,,,,,,,,,,,
23,Kalimantan Timur,tad,tad,tad,tad,,,,,,,,,,,,
24,Sulawesi Utara,1,1,100,1,,,,,,,,,,,,
25,Sulawesi Tengah,9,4,"44,44",9,,,,,,,,,,,,
26,Sulawesi Selatan,2,2,100,2,,,,,,,,,,,,
27,Sulawesi Tenggara,5,5,100,6,,,,,,,,,,,,
28,Gorontalo,2,2,100,2,,,,,,,,,,,,
29,Maluku Utara,tad,tad,tad,tad,,,,,,,,,,,,
Indonesia,,141,132,"93,62",141,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas Memiliki SLB,Puskesmas MembinaKesehatan Anak Penyandang Cacat di SLB melalui Program UKS di 27 Provinsi,,Jumlah Seluruh SLB di Wilayah Kerja Puskesmas,,,,,,,,,,,,
,,,Jumlah,Persentase (%),,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,
1,Aceh,1,1,100,1,,,,,,,,,,,,
2,Sumatera Utara,12,12,100,13,,,,,,,,,,,,
3,Sumatera Barat,67,67,100,96,,,,,,,,,,,,
4,Riau,1,1,100,1,,,,,,,,,,,,
5,Jambi,11,11,100,11,,,,,,,,,,,,
6,Sumatera Selatan,19,18,"94,74",28,,,,,,,,,,,,
7,Bengkulu,7,7,100,14,,,,,,,,,,,,
8,Lampung,9,4,"44,44",9,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,7,7,100,7,,,,,,,,,,,,
10,Kepulauan Riau,5,5,100,5,,,,,,,,,,,,
11,DKI Jakarta,5,5,100,0,,,,,,,,,,,,
12,Jawa Barat,114,114,100,132,,,,,,,,,,,,
13,Jawa Tengah,45,45,100,49,,,,,,,,,,,,
14,DI Yogyakarta,43,43,100,47,,,,,,,,,,,,
15,Jawa Timur,1,1,100,1,,,,,,,,,,,,
16,Banten,29,21,"72,41",29,,,,,,,,,,,,
17,Bali,12,12,100,12,,,,,,,,,,,,
18,Nusa Tenggara Barat,27,5,"18,52",28,,,,,,,,,,,,
19,Nusa Tenggara Timur,tad,tad,tad,tad,,,,,,,,,,,,
20,Kalimantan Barat,tad,tad,tad,tad,,,,,,,,,,,,
21,Kalimantan Selatan,11,11,100,11,,,,,,,,,,,,
22,Kalimantan Timur,13,12,"92,31",18,,,,,,,,,,,,
23,Sulawesi Utara,tad,tad,tad,tad,,,,,,,,,,,,
24,Sulawesi Tengah,8,8,100,9,,,,,,,,,,,,
25,Sulawesi Selatan,43,28,"65,12",43,,,,,,,,,,,,
26,Gorontalo,8,8,100,11,,,,,,,,,,,,
27,Maluku Utara,3,3,100,3,,,,,,,,,,,,
Indonesia,,501,449,90,578,,,,,,,,,,,,
