GAMBAR 4.12 JUMLAH FASILITAS KESEHATAN TINGKAT PERTAMA (FKTP) BEKERJASAMA DENGAN BPJS KESEHATAN TAHUN 2014-2018,,,GAMBAR 4.13 PERSENTASE FASILITAS KESEHATAN TINGKAT PERTAMA (FKTP) DAN JEJARING BEKERJASAMA DENGAN BPJS KESEHATAN TAHUN 2018,,,,,,,,,,
"25.000 22.482 21.763 20.708 19.969 20.000 18.437 15.000 10.000 5.000 0 2014 2015 2016 2017 2018 Sumber: Pusat Pembiayaan dan Jaminan Kesehatan, Kemenkes RI, 2019",,,"Jejaring RS Tipe D 5,43% Pratama Dokter 0,12% Praktik Perorangan 24,28% Puskesmas 44,04% Klinik Pratama 26,13%",,,,,,,,,,
,Target Re,nstra 2018:,78%,,,,,,,,,,
7,Bengkulu,164,179,"91,62%",,,,,,,,,
8,Lampung,268,295,"90,85%",,,,,,,,,
9,Bangka Belitung,64,64,"100,00%",,,,,,,,,
10,Kepulauan Riau,83,87,"95,40%",,,,,,,,,
11,DKI Jakarta,332,333,"99,70%",,,,,,,,,
12,Jawa Barat,962,994,"96,78%",,,,,,,,,
13,Jawa Tengah,782,873,"89,58%",,,,,,,,,
14,DI Yogyakarta,121,121,"100,00%",,,,,,,,,
15,Jawa Timur,779,797,"97,74%",,,,,,,,,
16,Banten,180,207,"86,96%",,,,,,,,,
17,Bali,117,120,"97,50%",,,,,,,,,
18,Nusa Tenggara Barat,156,158,"98,73%",,,,,,,,,
19,Nusa Tenggara Timur,254,378,"67,20%",,,,,,,,,
20,Kalimantan Barat,202,237,"85,23%",,,,,,,,,
21,Kalimantan Tengah,129,151,"85,43%",,,,,,,,,
22,Kalimantan Selatan,224,234,"95,73%",,,,,,,,,
23,Kalimantan Timur,182,184,"98,91%",,,,,,,,,
24,Kalimantan Utara,46,48,"95,83%",,,,,,,,,
25,Sulawesi Utara,166,188,"88,30%",,,,,,,,,
26,Sulawesi Tengah,160,175,"91,43%",,,,,,,,,
27,Sulawesi Selatan,447,448,"99,78%",,,,,,,,,
28,Sulawesi Tenggara,252,276,"91,30%",,,,,,,,,
29,Gorontalo,72,78,"92,31%",,,,,,,,,
30,Sulawesi Barat,94,94,"100,00%",,,,,,,,,
31,Maluku,196,199,"98,49%",,,,,,,,,
32,Maluku Utara,105,128,"82,03%",,,,,,,,,
33,Papua Barat,109,131,"83,21%",,,,,,,,,
34,Papua,334,391,"85,42%",,,,,,,,,
Jumlah,,8.565,9.227,"92,83%",,,,,,,,,
No,Provinsi,Jumlah Tenaga Kesehatan,,,,,,,,,,Tenaga Penunjang Kesehatan,Total SDM Kesehatan
,,Dokter,Dokter Gigi,Perawat,Bidan,Tenaga Kefarmasian,Tenaga Kesehatan Masyarakat,Tenaga Kesehatan Lingkungan,Tenaga Gizi,Ahli Teknologi Laboratorium Medik,Jumlah,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,768,184,5.819,10.314,574,1.227,644,421,406,20.357,1.841,22.198
2,Sumatera Utara,1.379,517,7.622,14.904,629,1.072,426,540,373,27.462,1.774,29.236
3,Sumatera Barat,460,303,2.653,5.308,462,350,285,353,346,10.520,1.112,11.632
4,Riau,710,266,3.845,5.534,416,466,197,242,267,11.943,1.115,13.058
5,Jambi,440,161,3.556,5.077,374,415,330,246,297,10.896,505,11.401
6,Sumatera Selatan,530,134,6.451,9.859,552,994,498,361,367,19.746,1.589,21.335
7,Bengkulu,260,70,2.202,3.442,182,611,159,192,174,7.292,616,7.908
8,Lampung,940,194,6.852,11.258,444,623,541,335,414,21.601,2.300,23.901
9,Kepulauan Bangka Belitung,167,55,1.133,841,111,110,73,94,83,2.667,694,3.361
10,Kepulauan Riau,320,91,1.502,1.455,128,120,121,95,84,3.916,764,4.680
11,DKI Jakarta,1.617,488,1.977,1.929,755,64,312,316,264,7.722,3.664,11.386
12,Jawa Barat,2.074,696,10.877,15.800,1.407,1.201,854,803,775,34.487,5.981,40.468
13,Jawa Tengah,1.745,668,9.125,15.588,1.244,1.015,857,898,981,32.121,8.300,40.421
14,DI Yogyakarta,369,153,900,964,222,149,142,176,204,3.279,1.528,4.807
15,Jawa Timur,2.021,1.048,15.178,16.405,1.197,1.064,835,1.044,1.108,39.900,9.817,49.717
16,Banten,501,256,2.234,3.570,216,239,171,164,120,7.471,1.330,8.801
17,Bali,423,269,1.676,2.457,176,146,232,157,123,5.659,2.170,7.829
18,Nusa Tenggara Barat,372,121,3.975,3.458,282,329,414,470,316,9.737,1.318,11.055
19,Nusa Tenggara Timur,384,108,5.924,5.564,532,607,648,663,499,14.929,1.422,16.351
20,Kalimantan Barat,410,98,4.874,4.080,388,364,390,445,321,11.370,1.085,12.455
21,Kalimantan Tengah,281,65,3.945,3.299,278,282,191,337,247,8.925,612,9.537
22,Kalimantan Selatan,412,147,2.877,3.744,442,357,345,571,333,9.228,1.038,10.266
23,Kalimantan Timur,547,213,2.913,2.722,457,381,246,261,279,8.019,1.667,9.686
24,Kalimantan Utara,121,38,1.122,828,137,122,73,71,70,2.582,403,2.985
25,Sulawesi Utara,438,43,2.450,1.321,198,263,364,269,48,5.394,294,5.688
26,Sulawesi Tengah,259,110,4.065,4.670,476,893,380,263,147,11.263,1.132,12.395
27,Sulawesi Selatan,754,455,7.253,8.386,786,1.289,707,756,533,20.919,1.238,22.157
28,Sulawesi Tenggara,288,132,3.626,4.218,358,948,408,567,218,10.763,431,11.194
29,Gorontalo,154,48,1.302,1.447,156,472,192,353,59,4.183,595,4.778
30,Sulawesi Barat,146,63,1.620,1.862,160,214,155,199,111,4.530,188,4.718
31,Maluku,135,30,2.519,1.287,116,208,259,302,63,4.919,355,5.274
32,Maluku Utara,167,33,1.519,1.820,170,400,128,264,101,4.602,286,4.888
33,Papua Barat,119,18,2.053,914,121,165,106,144,105,3.745,123,3.868
34,Papua,339,45,3.905,2.008,241,356,249,278,318,7.739,874,0
Indonesia,,20.050,7.320,139.544,176.333,14.387,17.516,11.932,12.650,10.154,409.886,58.161,459.434
No,Provinsi,Persentase Puskesmas dengan Kecukupan,,,Persentase Puskesmas dengan,,,Persentase Puskesmas dengan Kecukupan,,,Persentase Puskesmas dengan,,
,,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,"29,86%","15,94%","54,20%","33,91%","57,39%","8,70%","3,77%","14,78%","81,45%","2,61%","4,35%","93,04%"
2,Sumatera Utara,"25,96%","24,56%","49,47%","30,88%","48,07%","21,05%","5,09%","26,32%","68,60%","2,46%","15,09%","82,46%"
3,Sumatera Barat,"39,86%","21,74%","38,41%","61,59%","18,48%","19,93%","10,87%","24,28%","64,86%","1,45%","1,09%","97,46%"
4,Riau,"18,10%","11,21%","70,69%","52,59%","21,55%","25,86%","1,72%","4,74%","93,53%","1,72%","4,31%","93,97%"
5,Jambi,"31,88%","20,29%","47,83%","37,20%","46,38%","16,43%","4,35%","11,59%","84,06%","1,93%","2,42%","95,65%"
6,Sumatera Selatan,"40,47%","26,98%","32,55%","32,26%","64,22%","3,52%","2,93%","7,33%","89,74%","1,47%","2,93%","95,60%"
7,Bengkulu,"45,56%","24,44%","30,00%","23,33%","70,00%","6,67%","3,33%","15,56%","81,11%","1,11%","2,22%","96,67%"
8,Lampung,"22,37%","15,93%","61,69%","11,86%","67,12%","21,02%","1,36%","11,19%","87,46%","0,00%","8,47%","91,53%"
9,Kepulauan Bangka Belitung,"33,82%","5,88%","60,29%","71,25%","20,00%","8,75%","1,54%","1,54%","96,92%","1,54%","1,54%","96,92%"
10,Kepulauan Riau,"20,00%","12,94%","67,06%","31,76%","32,94%","35,29%","0,00%","11,76%","88,24%","1,18%","1,18%","97,65%"
11,DKI Jakarta,"21,87%","1,17%","76,97%","76,38%","6,41%","17,20%","5,54%","76,97%","17,49%","11,08%","65,31%","23,62%"
12,Jawa Barat,"35,98%","13,64%","50,37%","46,45%","45,05%","8,50%","9,16%","22,90%","67,94%","3,55%","7,01%","89,44%"
13,Jawa Tengah,"37,76%","12,70%","49,55%","62,47%","31,63%","5,90%","11,56%","16,78%","71,66%","1,81%","4,99%","93,20%"
14,DI Yogyakarta,"19,83%","1,65%","78,51%","68,60%","4,96%","26,45%","19,83%","21,49%","58,68%","4,96%","14,88%","80,17%"
15,Jawa Timur,"42,69%","17,51%","39,79%","64,56%","15,96%","19,48%","6,42%","6,01%","87,56%","1,55%","1,14%","97,31%"
16,Banten,"37,97%","13,08%","48,95%","40,08%","28,69%","31,22%","10,97%","21,94%","67,09%","4,64%","6,33%","89,03%"
17,Bali,"9,17%","1,67%","89,17%","26,67%","2,50%","70,83%","2,50%","2,50%","95,00%","0,00%","0,00%","100,00%"
18,Nusa Tenggara Barat,"31,52%","27,88%","40,61%","54,55%","36,36%","9,09%","0,61%","9,70%","89,70%","2,42%","4,85%","92,73%"
19,Nusa Tenggara Timur,"36,70%","48,14%","15,16%","25,00%","73,14%","1,86%","3,46%","15,43%","81,12%","3,72%","10,37%","85,90%"
20,Kalimantan Barat,"45,27%","24,28%","30,45%","27,98%","66,67%","5,35%","2,47%","11,52%","86,01%","5,35%","5,35%","89,30%"
21,Kalimantan Tengah,"32,50%","37,50%","30,00%","27,00%","70,50%","2,50%","1,00%","1,50%","97,50%","1,00%","3,00%","96,00%"
22,Kalimantan Selatan,"43,59%","11,97%","44,44%","54,70%","41,45%","3,85%","3,85%","4,70%","91,45%","3,85%","1,28%","94,87%"
23,Kalimantan Timur,"22,75%","13,23%","64,02%","45,50%","23,81%","30,69%","2,12%","12,17%","85,71%","4,23%","11,64%","84,13%"
24,Kalimantan Utara,"33,93%","25,00%","41,07%","42,86%","44,64%","12,50%","0,00%","8,93%","91,07%","1,79%","12,50%","85,71%"
25,Sulawesi Utara,"20,10%","30,93%","48,97%","17,01%","80,93%","2,06%","5,67%","19,59%","74,74%","7,73%","40,72%","51,55%"
26,Sulawesi Tengah,"38,00%","41,00%","21,00%","31,50%","58,50%","10,00%","2,00%","10,50%","87,50%","1,50%","5,00%","93,50%"
27,Sulawesi Selatan,"35,38%","36,48%","28,13%","49,45%","28,57%","21,98%","7,91%","15,82%","76,26%","6,37%","14,73%","78,90%"
28,Sulawesi Tenggara,"35,69%","47,35%","16,96%","32,51%","60,78%","6,71%","7,77%","26,50%","65,72%","6,36%","12,37%","81,27%"
29,Gorontalo,"44,09%","21,51%","34,41%","35,48%","59,14%","5,38%","3,23%","9,68%","87,10%","1,08%","1,08%","97,85%"
30,Sulawesi Barat,"25,26%","42,11%","32,63%","32,63%","54,74%","12,63%","4,21%","8,42%","87,37%","3,16%","3,16%","93,68%"
31,Maluku,"25,60%","64,25%","10,14%","10,63%","87,44%","1,93%","8,70%","19,32%","71,98%","12,08%","45,41%","42,51%"
32,Maluku Utara,"26,87%","45,52%","27,61%","8,96%","87,31%","3,73%","12,69%","17,91%","69,40%","2,24%","15,67%","82,09%"
33,Papua Barat,"32,28%","56,33%","11,39%","8,86%","89,87%","1,27%","8,23%","25,32%","66,46%","7,59%","51,27%","41,14%"
34,Papua,"24,63%","60,45%","14,93%","8,46%","90,30%","1,24%","5,72%","37,31%","56,97%","7,46%","57,21%","35,32%"
Indonesia,,"31,39%","25,74%","42,87%","37,79%","48,10%","14,10%","5,31%","16,23%","78,45%","3,56%","12,91%","83,53%"
No,Provinsi,Jumlah Puskesmas*,Jumlah Puskesmas Memiliki 5 Jenis Tenaga Kesehatan Promotif Preventif,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,
1,Aceh,345,179,,,,,,,,,,
2,Sumatera Utara,570,142,,,,,,,,,,
3,Sumatera Barat,276,133,,,,,,,,,,
4,Riau,232,99,,,,,,,,,,
5,Jambi,207,124,,,,,,,,,,
6,Sumatera Selatan,341,162,,,,,,,,,,
7,Bengkulu,180,72,,,,,,,,,,
8,Lampung,295,84,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,45,,,,,,,,,,
10,Kepulauan Riau,85,36,,,,,,,,,,
11,DKI Jakarta,343,32,,,,,,,,,,
12,Jawa Barat,1.070,237,,,,,,,,,,
13,Jawa Tengah,882,406,,,,,,,,,,
14,DI Yogyakarta,121,92,,,,,,,,,,
15,Jawa Timur,965,469,,,,,,,,,,
16,Banten,237,51,,,,,,,,,,
17,Bali,120,56,,,,,,,,,,
18,Nusa Tenggara Barat,165,113,,,,,,,,,,
19,Nusa Tenggara Timur,376,205,,,,,,,,,,
20,Kalimantan Barat,243,143,,,,,,,,,,
21,Kalimantan Tengah,200,89,,,,,,,,,,
22,Kalimantan Selatan,234,156,,,,,,,,,,
23,Kalimantan Timur,189,123,,,,,,,,,,
24,Kalimantan Utara,56,34,,,,,,,,,,
25,Sulawesi Utara,194,25,,,,,,,,,,
26,Sulawesi Tengah,200,83,,,,,,,,,,
27,Sulawesi Selatan,455,236,,,,,,,,,,
28,Sulawesi Tenggara,283,107,,,,,,,,,,
29,Gorontalo,93,42,,,,,,,,,,
30,Sulawesi Barat,95,61,,,,,,,,,,
31,Maluku,207,32,,,,,,,,,,
32,Maluku Utara,134,57,,,,,,,,,,
33,Papua Barat,158,36,,,,,,,,,,
34,Papua,402,68,,,,,,,,,,
Indonesia,,10.017,4.029,,,,,,,,,,
No,Provinsi,Batch VI,,Batch VII,,Batch VIII,,Batch IX,,Batch X,,Batch XI,
,,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,-,-,1,3,-,-,-,-,2,2,2,3
2,Sumatera Utara,4,9,-,-,1,1,1,1,4,9,-,-
3,Sumatera Barat,2,5,-,-,-,-,-,-,1,1,1,1
4,Riau,1,1,2,4,3,3,1,1,-,-,-,-
5,Jambi,-,-,1,1,-,-,1,1,1,1,-,-
6,Sumatera Selatan,3,3,-,-,-,-,-,-,-,-,-,-
7,Bengkulu,1,2,1,2,-,-,2,2,-,-,-,-
8,Lampung,-,-,2,3,-,-,-,-,2,4,2,3
9,Kepulauan Bangka Belitung,-,-,-,-,-,-,-,-,1,1,-,-
10,Kepulauan Riau,1,2,-,-,3,5,1,1,-,-,-,-
11,Jawa Barat,-,-,-,-,-,-,-,-,-,-,1,1
12,Nusa Tenggara Barat,-,-,-,-,-,-,1,4,-,-,-,-
13,Nusa Tenggara Timur,5,7,4,8,3,9,7,13,5,12,-,-
14,Kalimantan Barat,4,4,1,1,5,8,1,1,2,2,-,-
15,Kalimantan Tengah,-,-,2,3,-,-,-,-,2,5,1,2
16,Kalimantan Selatan,-,-,1,1,-,-,-,-,-,-,-,-
17,Kalimantan Timur,1,1,1,1,2,2,-,-,-,-,-,-
18,Kalimantan Utara,2,2,-,-,2,7,-,-,-,-,-,-
19,Sulawesi Utara,2,2,1,1,4,7,-,-,-,-,1,1
20,Sulawesi Tengah,-,-,3,6,1,1,2,5,2,2,3,9
21,Sulawesi Selatan,1,2,2,5,-,-,3,6,-,-,4,7
22,Sulawesi Tenggara,2,4,1,6,-,-,-,-,-,-,6,9
23,Gorontalo,-,-,1,2,-,-,1,1,-,-,-,-
24,Sulawesi Barat,2,3,-,-,-,-,1,1,2,4,-,-
25,Maluku,2,4,2,3,3,11,1,1,2,7,-,-
26,Maluku Utara,1,1,2,3,1,3,2,6,-,-,1,1
27,Papua Barat,2,2,3,4,1,1,3,4,2,2,1,1
28,Papua,4,6,2,3,4,10,3,12,3,4,1,2
Indonesia,,40,60,33,60,33,68,31,60,31,56,24,40
No,Provinsi,Periode I,,Periode II,,Periode III,,Periode IV,,Periode V,,Periode VI,
,,Jumlah Kabupaten/ Kota,Jumlah Puskesmas,Jumlah Kabupaten/ Kota,Jumlah Puskesmas,Jumlah Kabupaten/ Kota,Jumlah Puskesmas,Jumlah Kabupaten/ Kota,Jumlah Puskesmas,Jumlah Kabupaten/ Kota,Jumlah Puskesmas,Jumlah Kabupaten/ Kota,Jumlah Puskesmas
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,12,48,10,46,1,1,9,24,-,-,-,-
2,Sumatera Utara,-,-,-,-,6,12,5,10,-,-,-,-
3,Sumatera Barat,-,-,-,-,-,-,5,17,2,4,-,-
4,Riau,-,-,-,-,4,10,2,5,-,-,-,-
5,Jambi,8,35,8,33,-,-,5,7,-,-,-,-
6,Sumatera Selatan,-,-,-,-,3,3,3,6,-,-,-,-
7,Bengkulu,-,-,-,-,4,11,4,13,-,-,-,-
8,Lampung,-,-,-,-,5,11,6,16,-,-,-,-
9,Kepulauan Bangka Belitung,-,-,-,-,2,2,2,2,-,-,-,-
10,Kepulauan Riau,4,8,2,6,-,-,1,1,-,-,-,-
11,Jawa Barat,-,-,-,-,-,-,-,-,-,-,-,-
12,Jawa Timur,-,-,-,-,3,9,3,8,-,-,-,-
13,Nusa Tenggara Barat,-,-,-,-,5,9,4,7,-,-,-,-
14,Nusa Tenggara Timur,8,32,7,19,-,-,-,-,-,-,-,-
15,Kalimantan Barat,-,-,-,-,4,16,7,29,3,12,-,-
16,Kalimantan Tengah,-,-,-,-,9,17,6,22,-,-,-,-
17,Kalimantan Selatan,-,-,-,-,6,16,5,14,-,-,-,-
18,Kalimantan Timur,3,18,2,10,1,2,2,8,2,5,-,-
19,Kalimantan Utara,-,-,-,-,2,3,2,5,-,-,-,-
20,Sulawesi Utara,6,25,4,10,-,-,1,1,-,-,-,-
21,Sulawesi Tengah,-,-,-,-,1,4,1,1,-,-,-,-
22,Sulawesi Selatan,14,35,11,27,-,-,2,2,-,-,-,-
23,Sulawesi Tenggara,5,27,4,16,2,6,2,2,-,-,-,-
24,Gorontalo,-,-,-,-,4,10,4,11,-,-,-,-
25,Sulawesi Barat,6,25,6,31,-,-,3,3,-,-,-,-
26,Maluku,-,-,-,-,6,13,4,7,1,1,-,-
27,Maluku Utara,7,13,8,22,-,-,2,2,1,2,-,-
28,Papua Barat,-,-,-,-,2,2,1,1,-,-,-,-
29,Papua,-,-,-,-,-,-,3,4,-,-,5,20
Indonesia,,73,266,62,220,70,157,94,228,9,24,5,20
No,Provinsi,Periode VII,,Periode VIII,,Periode IX,,Periode X,,Periode XI,,Periode XII,
,,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J,a to K h a lm/ n e ta up Ju b a K,sa m s e k s u P h a lm u J
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14)
1,Aceh,-,-,3,8,2,4,1,3,-,-,3,11
2,Sumatera Utara,1,1,2,17,5,18,2,7,-,-,-,-
3,Sumatera Barat,-,-,-,-,1,1,6,17,-,-,6,19
4,Riau,-,-,-,-,-,-,-,-,-,-,3,9
5,Jambi,1,1,4,26,4,14,5,11,-,-,3,9
6,Sumatera Selatan,-,-,-,-,-,-,1,1,-,-,1,8
7,Bengkulu,1,1,6,20,4,7,5,12,-,-,1,1
8,Lampung,-,-,-,-,1,1,5,16,-,-,5,23
9,Kepulauan Bangka Belitung,-,-,-,-,-,-,-,-,-,-,-,-
10,Kepulauan Riau,-,-,3,9,4,8,2,2,-,-,1,1
11,Jawa Barat,-,-,1,3,1,1,1,13,-,-,1,16
12,Jawa Timur,-,-,-,-,1,1,2,6,-,-,2,2
13,Nusa Tenggara Barat,1,4,2,8,-,-,-,-,2,6,1,2
14,Nusa Tenggara Timur,4,6,4,23,4,10,3,5,-,-,1,8
15,Kalimantan Barat,1,1,2,20,3,28,2,2,-,-,3,14
16,Kalimantan Tengah,-,-,6,16,5,12,4,8,-,-,5,15
17,Kalimantan Selatan,-,-,1,3,-,-,-,-,-,-,-,-
18,Kalimantan Timur,-,-,2,5,2,4,-,-,-,-,3,7
19,Kalimantan Utara,-,-,-,-,-,-,1,3,-,-,2,3
20,Sulawesi Utara,-,-,1,5,1,4,1,1,-,-,1,4
21,Sulawesi Tengah,1,1,4,14,6,32,7,18,-,-,10,33
22,Sulawesi Selatan,2,2,6,28,7,16,6,18,-,-,8,25
23,Sulawesi Tenggara,-,-,1,11,2,8,7,58,-,-,7,33
24,Gorontalo,1,1,4,14,3,6,3,11,-,-,4,10
25,Sulawesi Barat,1,1,3,10,3,7,3,14,-,-,5,19
26,Maluku,-,-,3,12,3,7,1,1,-,-,4,12
27,Maluku Utara,2,4,5,22,3,16,3,15,-,-,5,17
28,Papua Barat,3,3,4,33,4,16,3,3,-,-,2,3
29,Papua,2,5,-,-,1,1,-,-,-,-,1,2
Indonesia,,21,31,67,307,70,222,74,245,2,6,88,306
FASILITAS KESEHATAN TINGKAT PERTAMA YANG BEKERJA SAMA DENGAN BPJS KESEHATAN TAHUN 2018,,,,,,,,,,,,,
No,Provinsi,Fasilitas Kesehatan Tingkat Pertama,,,,,,Total,,,,,
,,Dokter Praktik Perorangan,Klinik Pratama,Puskesmas,RS Tipe D Pratama,Apotek,Lainnya,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,
1,Aceh,83,182,346,0,0,4,615,,,,,
2,Sumatera Utara,147,541,579,1,0,13,1.281,,,,,
3,Sumatera Barat,116,147,269,1,0,35,568,,,,,
4,Riau,92,250,218,0,0,25,585,,,,,
5,Jambi,86,69,191,0,0,19,365,,,,,
6,Sumatera Selatan,260,204,331,0,0,38,833,,,,,
7,Bengkulu,93,41,179,1,0,14,328,,,,,
8,Lampung,129,181,299,0,0,9,618,,,,,
9,Kepulauan Bangka Belitung,37,34,64,0,0,5,140,,,,,
10,Kepulauan Riau,16,133,78,0,0,1,228,,,,,
11,DKI Jakarta,16,350,326,0,0,1,693,,,,,
12,Jawa Barat,572,572,1066,0,0,72,2.210,,,,,
13,Jawa Tengah,1171,671,875,1,0,309,3.027,,,,,
14,D I Yogyakarta,118,119,121,0,0,37,395,,,,,
15,Jawa Timur,776,767,965,0,0,223,2.731,,,,,
16,Banten,16,426,241,0,0,4,687,,,,,
17,Bali,331,118,120,3,0,89,661,,,,,
18,Nusa Tenggara Barat,104,49,164,0,0,12,329,,,,,
19,Nusa Tenggara Timur,100,86,386,1,0,29,602,,,,,
20,Kalimantan Barat,79,77,244,0,0,13,413,,,,,
21,Kalimantan Tengah,76,70,200,0,0,6,352,,,,,
22,Kalimantan Selatan,170,96,233,0,0,39,538,,,,,
23,Kalimantan Timur,128,154,181,2,0,44,509,,,,,
24,Kalimantan Utara,31,19,52,1,0,7,110,,,,,
25,Sulawesi Utara,157,56,189,1,0,24,427,,,,,
26,Sulawesi Tengah,49,48,197,3,0,11,308,,,,,
27,Sulawesi Selatan,227,216,455,1,0,85,984,,,,,
28,Sulawesi Tenggara,64,41,278,3,0,12,398,,,,,
29,Gorontalo,34,32,93,0,0,5,164,,,,,
30,Sulawesi Barat,35,20,94,1,0,5,155,,,,,
31,Maluku,33,24,204,0,0,7,268,,,,,
32,Maluku Utara,39,21,130,1,0,12,203,,,,,
33,Papua Barat,29,21,153,0,0,3,206,,,,,
34,Papua,61,59,412,6,0,13,551,,,,,
Total,,5.475,5.894,9.933,27,0,1.225,22.482,,,,,
No,Provinsi,Jumlah Puskesmas,Puskesmas Melaksanakan Kelas Ibu Hamil,,Puskesmas Melaksanakan P4K,,Jumlah RTK,,,,,,
,,,Jumlah,%,Jumlah,%,Jumlah,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),,,,,,
1,Aceh,348,317,"91,09",324,"93,10",2,,,,,,
2,Sumatera Utara,581,567,"97,59",546,"93,98",397,,,,,,
3,Sumatera Barat,275,271,"98,55",271,"98,55",69,,,,,,
4,Riau,216,216,"100,00",204,"94,44",56,,,,,,
5,Jambi,195,195,"100,00",195,"100,00",74,,,,,,
6,Sumatera Selatan,332,322,"96,99",322,"96,99",0,,,,,,
7,Bengkulu,180,177,"98,33",173,"96,11",72,,,,,,
8,Lampung,302,302,"100,00",301,"99,67",36,,,,,,
9,Kepulauan Bangka Belitung,64,63,"98,44",63,"98,44",7,,,,,,
10,Kepulauan Riau,83,83,"100,00",81,"97,59",14,,,,,,
11,DKI Jakarta,321,321,"100,00",321,"100,00",0,,,,,,
12,Jawa Barat,1.069,1.057,"98,88",1.043,"97,57",1,,,,,,
13,Jawa Tengah,881,873,"99,09",873,"99,09",0,,,,,,
14,DI Yogyakarta,121,121,"100,00",121,"100,00",3,,,,,,
15,Jawa Timur,967,955,"98,76",948,"98,04",39,,,,,,
16,Banten,242,242,"100,00",242,"100,00",1,,,,,,
17,Bali,120,120,"100,00",120,"100,00",12,,,,,,
18,Nusa Tenggara Barat,166,166,"100,00",166,"100,00",17,,,,,,
19,Nusa Tenggara Timur,381,381,"100,00",381,"100,00",1,,,,,,
20,Kalimantan Barat,244,229,"93,85",239,"97,95",10,,,,,,
21,Kalimantan Tengah,200,179,"89,50",187,"93,50",91,,,,,,
22,Kalimantan Selatan,233,230,"98,71",230,"98,71",26,,,,,,
23,Kalimantan Timur,183,161,"87,98",179,"97,81",14,,,,,,
24,Kalimantan Utara,56,55,"98,21",50,"89,29",37,,,,,,
25,Sulawesi Utara,193,177,"91,71",184,"95,34",89,,,,,,
26,Sulawesi Tengah,202,186,"92,08",193,"95,54",0,,,,,,
27,Sulawesi Selatan,458,455,"99,34",426,"93,01",236,,,,,,
28,Sulawesi Tenggara,284,247,"86,97",273,"96,13",78,,,,,,
29,Gorontalo,93,93,"100,00",44,"47,31",45,,,,,,
30,Sulawesi Barat,94,85,"90,43",94,"100,00",0,,,,,,
31,Maluku,208,149,"71,63",154,"74,04",12,,,,,,
32,Maluku Utara,134,132,"98,51",133,"99,25",0,,,,,,
33,Papua Barat,159,118,"74,21",97,"61,01",23,,,,,,
34,Papua,408,181,"44,36",231,"56,62",12,,,,,,
Indonesia,,9.993,9.426,"94,33",9.409,"94,16",1.474,,,,,,
No,Provinsi,Jumlah Puskesmas *,Puskesmas Melaksanakan Penjaringan Peserta Didik Kelas 1,,,,,,,,,,
,,,Jumlah,%,,,,,,,,,
(1),(2),(3),(3),(4),,,,,,,,,
1,Aceh,348,310,"89,08",,,,,,,,,
2,Sumatera Utara,581,427,"73,49",,,,,,,,,
3,Sumatera Barat,275,254,"92,36",,,,,,,,,
4,Riau,216,190,"87,96",,,,,,,,,
5,Jambi,195,190,"97,44",,,,,,,,,
6,Sumatera Selatan,332,262,"78,92",,,,,,,,,
7,Bengkulu,180,171,"95,00",,,,,,,,,
8,Lampung,302,296,"98,01",,,,,,,,,
9,Kepulauan Bangka Belitung,64,63,"98,44",,,,,,,,,
10,Kepulauan Riau,83,76,"91,57",,,,,,,,,
11,DKI Jakarta,321,321,"100,00",,,,,,,,,
12,Jawa Barat,1069,1027,"96,07",,,,,,,,,
13,Jawa Tengah,881,873,"99,09",,,,,,,,,
14,DI Yogyakarta,121,121,"100,00",,,,,,,,,
15,Jawa Timur,967,933,"96,48",,,,,,,,,
16,Banten,242,239,"98,76",,,,,,,,,
17,Bali,120,120,"100,00",,,,,,,,,
18,Nusa Tenggara Barat,166,166,"100,00",,,,,,,,,
