Dokter Spesialis Lain 16.382 Dokter 37% Spesialis Dasar 17.424 39% Dokter Spesialis Dokter Gigi Penunjang Spesialis 7.787 2.892 18% 6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,UNIT UTAMA,,PENCEGAHAN,PELAYANAN,PELATIHAN DAN,,,,,,,,,,,,,,,,,,,,,,,,,
,,KESEHATAN,DAN,,,DUKUNGAN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KESEHATAN DAN,PENDIDIKAN,,JUMLAH,,,,,,,,,,,,,,,,,,,,,,,
,,MASYARAKAT,PENGENDALIAN,,,MANAJEMEN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JKN,VOKASI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PENYAKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,0,3,1,0,0,1,2,2,0,0,1,0,0,0,10,,,,,,,,,,,,,,
5,Jambi,0,0,3,0,0,1,1,1,0,0,1,0,1,0,8,,,,,,,,,,,,,,
6,Sumatera Selatan,3,0,6,1,0,0,3,1,2,0,1,0,0,0,17,,,,,,,,,,,,,,
7,Bengkulu,0,3,0,3,0,1,0,0,0,1,1,0,2,0,11,,,,,,,,,,,,,,
8,Lampung,3,2,0,2,0,1,0,0,0,0,2,0,2,0,12,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,0,0,0,1,1,0,1,0,0,0,0,0,2,0,5,,,,,,,,,,,,,,
10,Kepulauan Riau,4,0,0,3,0,3,0,2,0,0,0,0,0,0,12,,,,,,,,,,,,,,
11,DKI Jakarta,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,
12,Jawa Barat,3,3,1,3,1,4,4,2,0,1,0,0,1,0,23,,,,,,,,,,,,,,
13,Jawa Tengah,3,1,2,4,0,1,0,0,1,1,3,0,2,0,18,,,,,,,,,,,,,,
14,DI Yogyakarta,0,0,4,0,0,0,2,0,0,1,1,1,1,0,10,,,,,,,,,,,,,,
15,Jawa Timur,5,1,3,3,7,2,4,2,0,1,1,1,0,0,30,,,,,,,,,,,,,,
16,Banten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
17,Bali,0,1,1,1,0,0,0,0,0,2,4,0,2,0,11,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,0,4,2,2,1,3,2,2,0,3,0,2,1,0,22,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,5,1,1,5,0,4,2,4,1,6,0,0,0,1,30,,,,,,,,,,,,,,
20,Kalimantan Barat,0,5,0,3,2,6,2,1,0,3,1,2,2,0,27,,,,,,,,,,,,,,
21,Kalimantan Tengah,4,1,0,4,0,3,2,3,0,1,0,2,2,0,22,,,,,,,,,,,,,,
22,Kalimantan Selatan,1,2,2,3,1,1,0,0,0,1,1,0,0,0,12,,,,,,,,,,,,,,
23,Kalimantan Timur,2,0,1,0,1,0,0,0,0,0,1,0,0,0,5,,,,,,,,,,,,,,
24,Kalimantan Utara,0,0,1,0,,2,0,0,0,1,1,0,0,0,5,,,,,,,,,,,,,,
25,Sulawesi Utara,1,0,0,2,1,0,1,0,0,0,2,0,1,0,8,,,,,,,,,,,,,,
26,Sulawesi Tengah,2,1,0,3,2,3,1,3,0,1,0,0,0,0,16,,,,,,,,,,,,,,
27,Sulawesi Selatan,8,2,5,1,6,0,3,0,3,2,1,0,0,0,31,,,,,,,,,,,,,,
28,Sulawesi Tenggara,1,3,2,1,0,3,0,4,0,2,3,0,0,0,19,,,,,,,,,,,,,,
29,Gorontalo,0,1,2,0,2,2,0,1,1,0,0,0,0,0,9,,,,,,,,,,,,,,
30,Sulawesi Barat,1,0,0,0,0,1,1,1,1,1,0,0,1,0,7,,,,,,,,,,,,,,
31,Maluku,3,3,0,3,0,2,3,1,1,0,1,0,0,0,17,,,,,,,,,,,,,,
32,Maluku Utara,1,1,0,0,1,241,1,1,0,0,0,0,2,0,248,,,,,,,,,,,,,,
33,Papua Barat,1,0,2,0,0,270,2,0,0,0,0,0,0,0,275,,,,,,,,,,,,,,
34,Papua,1,0,0,1,4,486,4,0,0,0,1,0,0,0,497,,,,,,,,,,,,,,
35,TNI/POLRI dan K/L lainnya,4,0,0,0,7,0,7,0,1,0,3,0,2,0,24,,,,,,,,,,,,,,
Indonesia,,61,40,42,55,44,1.045,53,36,12,30,39,8,29,1,1.495,,,,,,,,,,,,,,
No,Provinsi,Puskesmas,,,,Rumah Sakit,,,,Sarana Pelayanan Kesehatan Lainnya,,,,Total,,,,,,,,,,,,,,,,
,,Perawat,,,Bidan,Perawat,,,Bidan,Perawat,,,Bidan,Perawat,,,Bidan,,,,,,,,,,,,,
,,L,P,L+P,,L,P,L+P,,L,P,L+P,,L,P,L+P,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),,,,,,,,,,,,,
1,Aceh,2.672,7.009,9.681,16.691,3.360,6.742,10.102,4.553,259,332,591,362,6.291,14.083,20.374,21606,,,,,,,,,,,,,
2,Sumatera Utara,2.481,6.201,8.682,19.097,3.843,11.379,15.222,5.998,413,687,1.100,1.181,6.737,18.267,25.004,26276,,,,,,,,,,,,,
3,Sumatera Barat,602,2.827,3.429,6.734,1.456,6.423,7.879,1.841,147,387,534,418,2.205,9.637,11.842,8993,,,,,,,,,,,,,
4,Riau,1.086,3.052,4.138,6.245,1.755,5.269,7.024,2.306,252,447,699,1.016,3.093,8.768,11.861,9567,,,,,,,,,,,,,
5,Jambi,1.063,2.546,3.609,5.444,1.155,3.120,4.275,1.335,178,290,468,609,2.396,5.956,8.352,7388,,,,,,,,,,,,,
6,Sumatera Selatan,1.730,5.185,6.915,11.909,2.070,6.946,9.016,2.878,360,615,975,854,4.160,12.746,16.906,15641,,,,,,,,,,,,,
7,Bengkulu,652,1.687,2.339,3.556,814,1.788,2.602,1.093,120,176,296,225,1.586,3.651,5.237,4874,,,,,,,,,,,,,
8,Lampung,1.869,2.872,4.741,8.257,2.462,4.438,6.900,1.932,417,589,1.006,945,4.748,7.899,12.647,11134,,,,,,,,,,,,,
9,Kep. Bangka Belitung,376,819,1.195,1.053,709,1.660,2.369,518,139,264,403,238,1.224,2.743,3.967,1809,,,,,,,,,,,,,
10,Kepulauan Riau,326,944,1.270,1.495,837,2.531,3.368,867,189,392,581,418,1.352,3.867,5.219,2780,,,,,,,,,,,,,
11,DKI Jakarta,523,1.452,1.975,1.940,6.535,26.202,32.737,3.794,1.386,2.813,4.199,1.879,8.444,30.467,38.911,7613,,,,,,,,,,,,,
12,Jawa Barat,5.079,6.817,11.896,17.553,15.328,34.904,50.232,9.071,1.933,3.737,5.670,6.422,22.340,45.458,67.798,33046,,,,,,,,,,,,,
13,Jawa Tengah,3.870,6.886,10.756,17.410,13.463,31.241,44.704,7.944,1.981,4.993,6.974,5.419,19.314,43.120,62.434,30773,,,,,,,,,,,,,
14,DI Yogyakarta,262,699,961,962,1.949,6.745,8.694,1.190,275,936,1.211,824,2.486,8.380,10.866,2976,,,,,,,,,,,,,
15,Jawa Timur,7.210,10.052,17.262,18.922,15.264,30.460,45.724,9.115,3.001,5.358,8.359,5.400,25.475,45.870,71.345,33437,,,,,,,,,,,,,
16,Banten,1.283,1.636,2.919,4.678,3.179,10.074,13.253,2.680,533,1.138,1.671,2.099,4.995,12.848,17.843,9457,,,,,,,,,,,,,
17,Bali,554,1.205,1.759,2.598,2.687,6.739,9.426,2.379,438,1.066,1.504,1.041,3.679,9.010,12.689,6018,,,,,,,,,,,,,
18,Nusa Tenggara Barat,2.531,3.897,6.428,6.144,1.915,3.230,5.145,1.590,395,464,859,246,4.841,7.591,12.432,7980,,,,,,,,,,,,,
19,Nusa Tenggara Timur,2.873,6.331,9.204,10.077,1.407,4.241,5.648,2.051,190,335,525,179,4.470,10.907,15.377,12307,,,,,,,,,,,,,
20,Kalimantan Barat,2.311,2.676,4.987,4.690,1.947,3.816,5.763,1.336,451,475,926,959,4.709,6.967,11.676,6985,,,,,,,,,,,,,
21,Kalimantan Tengah,1.695,2.343,4.038,3.520,1.111,2.206,3.317,943,300,257,557,367,3.106,4.806,7.912,4830,,,,,,,,,,,,,
22,Kalimantan Selatan,1.181,1.758,2.939,3.929,2.427,3.511,5.938,1.535,450,331,781,321,4.058,5.600,9.658,5785,,,,,,,,,,,,,
23,Kalimantan Timur,897,1.786,2.683,2.660,,5.021,6.986,1.543,579,684,1.263,862,3.441,7.491,10.932,5065,,,,,,,,,,,,,
24,Kalimantan Utara,334,641,975,761,462,1.023,1.485,414,93,95,188,120,889,1.759,2.648,1295,,,,,,,,,,,,,
25,Sulawesi Utara,470,2.464,2.934,1.976,1.451,4.785,6.236,917,130,279,409,68,2.051,7.528,9.579,2961,,,,,,,,,,,,,
26,Sulawesi Tengah,1.218,2.833,4.051,5.098,1.315,3.489,4.804,1.655,212,260,472,135,2.745,6.582,9.327,6888,,,,,,,,,,,,,
27,Sulawesi Selatan,2.102,9.135,11.237,15.753,2.959,11.586,14.545,4.302,397,782,1.179,599,5.458,21.503,26.961,20654,,,,,,,,,,,,,
28,Sulawesi Tenggara,1.442,4.578,6.020,6.833,928,2.380,3.308,1.244,138,246,384,167,2.508,7.204,9.712,8244,,,,,,,,,,,,,
29,Gorontalo,334,901,1.235,1.423,602,1.434,2.036,700,72,95,167,98,1.008,2.430,3.438,2221,,,,,,,,,,,,,
30,Sulawesi Barat,610,1.782,2.392,3.256,376,1.013,1.389,671,33,55,88,52,1.019,2.850,3.869,3979,,,,,,,,,,,,,
31,Maluku,1.103,2.934,4.037,2.531,638,241,2.982,844,138,314,452,104,1.879,5.592,7.471,3479,,,,,,,,,,,,,
32,Maluku Utara,589,1.426,2.015,3.004,440,270,1.715,711,142,144,286,95,1.171,2.845,4.016,3810,,,,,,,,,,,,,
33,Papua Barat,973,1.919,2.892,1.950,559,486,1.904,586,121,59,180,62,1.653,3.323,4.976,2598,,,,,,,,,,,,,
34,Papua,2.131,3.406,5.537,3.197,1.279,3.218,4.497,1.178,225,201,426,140,3.635,6.825,10.460,4515,,,,,,,,,,,,,
Indonesia,,54.432,112.699,167.131,221.346,98.647,252.578,351.225,81.714,16.087,29.296,45.383,33.924,169.166,394.573,563.739,336.984,,,,,,,,,,,,,
No,Provinsi,Kesehatan Masyarakat,,,Kesehatan Lingkungan,,,Gizi,,,,,,,,,,,,,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,
1,Aceh,477,1.952,2.429,192,858,1.050,61,766,827,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,352,1.674,2.026,133,456,589,68,739,807,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,128,610,738,99,314,413,24,547,571,,,,,,,,,,,,,,,,,,,,
4,Riau,185,564,749,97,200,297,31,366,397,,,,,,,,,,,,,,,,,,,,
5,Jambi,150,377,527,82,245,327,37,297,334,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,284,1.045,1.329,122,487,609,50,510,560,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,200,453,653,62,135,197,30,270,300,,,,,,,,,,,,,,,,,,,,
8,Lampung,214,524,738,143,377,520,67,450,517,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,55,141,196,33,80,113,23,137,160,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,50,134,184,50,132,182,15,128,143,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,37,185,222,118,231,349,30,365,395,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,543,1.425,1.968,357,882,1.239,110,1.176,1.286,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,383,1.702,2.085,371,969,1.340,162,1.411,1.573,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,51,229,280,55,131,186,31,242,273,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,236,1.303,1.539,280,882,1.162,246,1.393,1.639,,,,,,,,,,,,,,,,,,,,
16,Banten,127,333,460,67,192,259,29,305,334,,,,,,,,,,,,,,,,,,,,
17,Bali,56,148,204,97,145,242,31,193,224,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,201,461,662,125,327,452,121,586,707,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,565,874,1.439,380,558,938,270,916,1.186,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,183,367,550,176,257,433,100,474,574,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,114,260,374,92,107,199,58,327,385,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,204,403,607,140,302,442,121,563,684,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,148,377,525,66,164,230,51,197,248,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,43,105,148,30,,80,20,75,95,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,111,455,566,138,238,376,66,335,401,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,325,975,1.300,147,283,430,56,361,417,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,402,1.792,2.194,214,791,1.005,88,907,995,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,400,1.446,1.846,156,371,527,98,708,806,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,77,430,507,43,136,179,50,277,327,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,86,391,477,61,144,205,28,212,240,,,,,,,,,,,,,,,,,,,,
31,Maluku,186,508,694,181,273,454,70,459,529,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,161,637,798,65,145,241,32,293,325,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,92,269,361,66,75,270,33,270,303,,,,,,,,,,,,,,,,,,,,
34,Papua,251,526,777,183,181,486,83,332,415,,,,,,,,,,,,,,,,,,,,
Indonesia,,7.077,23.075,30.152,4.621,11.118,15.739,2.390,16.587,18.977,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Kesehatan Masyarakat,,,Kesehatan Lingkungan,,,Gizi,,,,,,,,,,,,,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,
1,Aceh,191,492,683,96,211,307,78,404,482,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,103,488,591,98,159,257,48,616,664,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,47,168,215,46,98,144,45,420,465,,,,,,,,,,,,,,,,,,,,
4,Riau,69,208,277,19,56,75,24,336,360,,,,,,,,,,,,,,,,,,,,
5,Jambi,44,109,153,52,63,115,16,148,164,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,73,255,328,35,160,195,34,389,423,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,49,172,221,30,30,60,30,212,242,,,,,,,,,,,,,,,,,,,,
8,Lampung,26,93,119,41,95,136,21,223,244,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,25,62,87,11,29,40,11,94,105,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,16,45,61,32,57,89,16,120,136,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,83,162,245,137,175,312,155,863,1.018,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,215,321,536,178,315,493,301,1.620,1.921,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,65,216,281,204,371,575,144,1.507,1.651,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,5,40,45,63,94,157,26,295,321,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,117,529,646,208,431,639,201,1.832,2.033,,,,,,,,,,,,,,,,,,,,
16,Banten,56,126,182,48,90,138,81,364,445,,,,,,,,,,,,,,,,,,,,
17,Bali,43,101,144,76,127,203,61,436,497,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,31,70,101,38,75,113,26,272,298,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,68,186,254,65,92,157,59,298,357,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,35,99,134,70,59,129,38,213,251,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,16,52,68,26,39,65,23,173,196,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,40,88,128,63,75,138,40,292,332,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,26,71,97,34,45,79,23,149,172,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,21,34,55,11,,28,10,50,60,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,56,184,240,48,77,125,50,207,257,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,140,437,577,55,107,162,23,159,182,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,178,711,889,77,223,300,77,689,766,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,43,280,323,35,67,102,22,220,242,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,22,115,137,12,35,47,16,141,157,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,18,46,64,14,22,36,3,90,93,,,,,,,,,,,,,,,,,,,,
31,Maluku,52,139,191,49,70,119,27,177,204,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,42,165,207,18,20,241,7,125,132,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,33,99,132,11,20,270,14,95,109,,,,,,,,,,,,,,,,,,,,
34,Papua,52,171,223,61,63,486,38,219,257,,,,,,,,,,,,,,,,,,,,
Indonesia,,2.100,6.534,8.634,2.061,3.667,5.728,1.788,13.448,15.236,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Ahli Teknologi Laboratorium Medik,,,Tenaga Teknik Biomedika Lainnya,,,Keterapian Fisik,,,Keteknisian Medis,,,,,,,,,,,,,,,,,,,
,,L,P,L + P,L,P,L + P,L,P,L + P,L,P,L + P,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,,,,,,,,,
1,Aceh,101,620,721,307,302,609,67,248,315,162,525,687,,,,,,,,,,,,,,,,,
2,Sumatera Utara,146,1.018,1.164,337,474,811,150,254,404,203,592,795,,,,,,,,,,,,,,,,,
3,Sumatera Barat,142,607,749,267,247,514,79,166,245,201,762,963,,,,,,,,,,,,,,,,,
4,Riau,117,677,794,181,207,388,82,195,277,169,377,546,,,,,,,,,,,,,,,,,
5,Jambi,83,394,477,95,104,199,30,119,149,45,209,254,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,138,765,903,239,268,507,70,236,306,205,513,718,,,,,,,,,,,,,,,,,
7,Bengkulu,75,211,286,88,69,157,17,45,62,72,99,171,,,,,,,,,,,,,,,,,
8,Lampung,136,529,665,233,197,430,53,100,153,111,213,324,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,48,167,215,92,60,152,13,68,81,44,147,191,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,64,198,262,100,94,194,27,72,99,76,154,230,,,,,,,,,,,,,,,,,
11,DKI Jakarta,853,2.379,3.232,1.124,906,2.030,463,697,1.160,861,1.734,2.595,,,,,,,,,,,,,,,,,
12,Jawa Barat,1.073,3.355,4.428,1.413,1.007,2.420,493,1.043,1.536,1.361,2.417,3.778,,,,,,,,,,,,,,,,,
13,Jawa Tengah,672,2.856,3.528,1.325,1.116,2.441,503,993,1.496,979,2.835,3.814,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,142,543,685,295,256,551,125,226,351,210,765,975,,,,,,,,,,,,,,,,,
15,Jawa Timur,774,3.011,3.785,1.172,1.055,2.227,447,695,1.142,1.049,2.161,3.210,,,,,,,,,,,,,,,,,
16,Banten,232,907,1.139,334,331,665,142,339,481,197,475,672,,,,,,,,,,,,,,,,,
17,Bali,194,594,788,342,175,517,95,93,188,117,295,412,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,152,463,615,224,146,370,58,137,195,238,357,595,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,133,421,554,140,138,278,45,85,130,155,395,550,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,138,370,508,157,107,264,35,85,120,162,277,439,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,102,302,404,137,68,205,25,69,94,73,151,224,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,153,501,654,197,137,334,55,79,134,153,328,481,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,165,448,613,170,141,311,79,132,211,104,190,294,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,36,82,118,45,,45,9,23,32,29,43,72,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,86,210,296,97,46,143,58,82,140,62,139,201,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,75,240,315,78,83,161,25,72,97,72,102,174,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,249,921,1.170,302,459,761,112,302,414,189,681,870,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,65,259,324,62,99,161,10,85,95,69,177,246,,,,,,,,,,,,,,,,,
29,Gorontalo,50,94,144,40,53,93,11,16,27,24,70,94,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,24,60,84,27,42,69,8,27,35,16,54,70,,,,,,,,,,,,,,,,,
31,Maluku,48,166,214,36,66,102,12,49,61,22,60,82,,,,,,,,,,,,,,,,,
32,Maluku Utara,47,168,215,48,67,241,15,29,44,23,52,75,,,,,,,,,,,,,,,,,
33,Papua Barat,56,132,188,38,41,270,6,21,27,20,65,85,,,,,,,,,,,,,,,,,
34,Papua,147,283,430,66,38,486,24,39,63,61,95,156,,,,,,,,,,,,,,,,,
Indonesia,,6.716,23.951,30.667,9.808,8.599,19.106,3.443,6.921,10.364,7.534,17.509,25.043,,,,,,,,,,,,,,,,,
No,Provinsi,Tenaga Kefarmasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tenaga Kefarmasiana,,,Apoteker,,,Total,,,,,,,,,,,,,,,,,,,,,,
,,L,P,L + P,L,P,L + P,L,P,L + P,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,
1,Aceh,256,1.904,2.160,93,598,691,349,2.502,2.851,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,332,2.268,2.600,182,927,1.109,514,3.195,3.709,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,177,1.382,1.559,101,651,752,278,2.033,2.311,,,,,,,,,,,,,,,,,,,,
4,Riau,192,1.305,1.497,116,742,858,308,2.047,2.355,,,,,,,,,,,,,,,,,,,,
5,Jambi,120,842,962,106,477,583,226,1.319,1.545,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,291,1.677,1.968,163,626,789,454,2.303,2.757,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,84,486,570,54,283,337,138,769,907,,,,,,,,,,,,,,,,,,,,
8,Lampung,303,1.002,1.305,178,623,801,481,1.625,2.106,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,109,468,577,70,231,301,179,699,878,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,159,534,693,110,358,468,269,892,1.161,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,1.237,5.168,6.405,653,2.195,2.848,1.890,7.363,9.253,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,2.463,9.684,12.147,1.501,4.562,6.063,3.964,14.246,18.210,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,2.034,11.006,13.040,1.193,6.033,7.226,3.227,17.039,20.266,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,245,2.069,2.314,215,1.516,1.731,460,3.585,4.045,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,1.672,9.946,11.618,1.147,5.274,6.421,2.819,15.220,18.039,,,,,,,,,,,,,,,,,,,,
16,Banten,487,2.034,2.521,268,1.187,1.455,755,3.221,3.976,,,,,,,,,,,,,,,,,,,,
17,Bali,272,1.227,1.499,293,593,886,565,1.820,2.385,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,361,863,1.224,179,494,673,540,1.357,1.897,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,305,1.169,1.474,142,521,663,447,1.690,2.137,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,215,687,902,149,407,556,364,1.094,1.458,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,161,523,684,101,396,497,262,919,1.181,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,289,1.022,1.311,181,495,676,470,1.517,1.987,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,371,1.219,1.590,210,,210,581,1.219,1.800,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,77,276,353,72,185,257,149,461,610,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,172,561,733,96,314,410,268,875,1.143,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,201,802,1.003,105,393,498,306,1.195,1.501,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,353,2.135,2.488,256,1.521,1.777,609,3.656,4.265,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,143,905,1.048,126,626,752,269,1.531,1.800,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,56,290,346,34,169,203,90,459,549,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,40,307,347,43,175,218,83,482,565,,,,,,,,,,,,,,,,,,,,
31,Maluku,93,338,431,53,275,241,146,613,759,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,59,297,356,42,198,270,101,495,596,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,79,266,345,73,279,486,152,545,697,,,,,,,,,,,,,,,,,,,,
34,Papua,187,551,738,100,352,452,287,903,1.190,,,,,,,,,,,,,,,,,,,,
Indonesia,,13.595,65.213,78.808,8.405,33.676,42.158,22.000,98.889,120.889,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Tenaga Kefarmasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tenaga Kefarmasiana,,,Apoteker,,,Total,,,,,,,,,,,,,,,,,,,,,,
,,L,P,L + P,L,P,L + P,L,P,L + P,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,
1,Aceh,91,834,925,44,259,303,135,1.093,1.228,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,113,687,800,52,341,393,165,1.028,1.193,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,44,367,411,27,190,217,71,557,628,,,,,,,,,,,,,,,,,,,,
4,Riau,48,380,428,39,194,233,87,574,661,,,,,,,,,,,,,,,,,,,,
5,Jambi,32,275,307,25,144,169,57,419,476,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,81,543,624,62,217,279,143,760,903,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,24,162,186,25,107,132,49,269,318,,,,,,,,,,,,,,,,,,,,
8,Lampung,75,265,340,68,255,323,143,520,663,,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,13,91,104,22,59,81,35,150,185,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,22,77,99,24,83,107,46,160,206,,,,,,,,,,,,,,,,,,,,
