600.9,996.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cid:885)(cid:884),(cid:3)(cid:16)(cid:131)(cid:142)(cid:151)(cid:141)(cid:151)(cid:3)(cid:24)(cid:150)(cid:131)(cid:148)(cid:131),(cid:882),(cid:882)(cid:481)(cid:882),,(cid:885),(cid:883)(cid:882)(cid:481)(cid:882),(cid:887)(cid:891)(cid:891),(cid:883)(cid:882),(cid:885)(cid:885)(cid:481)(cid:885),(cid:883)(cid:484)(cid:884)(cid:890)(cid:890),(cid:883)(cid:889),(cid:887)(cid:888)(cid:481)(cid:889),(cid:883)(cid:484)(cid:882)(cid:882)(cid:883),(cid:882),(cid:882)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,
(cid:885)(cid:885),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:3),(cid:882),(cid:882)(cid:481)(cid:882),,(cid:884),(cid:890)(cid:481)(cid:889),(cid:885)(cid:890)(cid:885),(cid:888),(cid:884)(cid:888)(cid:481)(cid:883),(cid:887)(cid:891)(cid:883),(cid:883)(cid:887),(cid:888)(cid:887)(cid:481)(cid:884),(cid:889)(cid:891)(cid:884),(cid:882),(cid:882)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,
(cid:885)(cid:886),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:882),(cid:882)(cid:481)(cid:882),,(cid:884),(cid:883)(cid:883)(cid:481)(cid:883),(cid:885)(cid:888)(cid:891),(cid:883)(cid:882),(cid:887)(cid:887)(cid:481)(cid:888),(cid:883)(cid:484)(cid:887)(cid:890)(cid:891),(cid:888),(cid:885)(cid:885)(cid:481)(cid:885),(cid:884)(cid:891)(cid:886),(cid:882),(cid:882)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,
(cid:885)(cid:887),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:22)(cid:135)(cid:142)(cid:131)(cid:150)(cid:131)(cid:144),(cid:882),(cid:882)(cid:481)(cid:882),,(cid:882),(cid:882)(cid:481)(cid:882),,(cid:889),(cid:887)(cid:890)(cid:481)(cid:885),(cid:889)(cid:884)(cid:886),(cid:887),(cid:886)(cid:883)(cid:481)(cid:889),(cid:884)(cid:891)(cid:886),(cid:882),(cid:882)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,
(cid:885)(cid:888),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:131)(cid:138),(cid:882),(cid:882)(cid:481)(cid:882),,(cid:883),(cid:883)(cid:884)(cid:481)(cid:887),(cid:884)(cid:883)(cid:883),(cid:883),(cid:883)(cid:884)(cid:481)(cid:887),(cid:883)(cid:882)(cid:883),(cid:888),(cid:889)(cid:887)(cid:481)(cid:882),(cid:887)(cid:883)(cid:889),(cid:882),(cid:882)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,
(cid:885)(cid:889),(cid:3)(cid:19)(cid:131)(cid:146)(cid:151)(cid:131)(cid:3)(cid:19)(cid:135)(cid:137)(cid:151)(cid:144)(cid:151)(cid:144)(cid:137)(cid:131)(cid:144),(cid:882) 0,(cid:882)(cid:481)(cid:882),,(cid:882),(cid:882)(cid:481)(cid:882),,(cid:886),(cid:884)(cid:888)(cid:481)(cid:889),(cid:889)(cid:882)(cid:885),(cid:883)(cid:882),(cid:888)(cid:888)(cid:481)(cid:889),(cid:885)(cid:882)(cid:886),(cid:883),(cid:888)(cid:481)(cid:889),(cid:882),,,,,,,,,,,,,,,,,,
Indonesia,,(cid:882) 79,"(cid:882)(cid:481)(cid:882) 2,4",35.016,(cid:882) 446,"(cid:882)(cid:481)(cid:882) 13,8",106.637,(cid:883) 1.740,"(cid:883)(cid:883)(cid:481)(cid:883) 53,9",(cid:884)(cid:883)(cid:888) 191.495,(cid:889) 958,"(cid:889)(cid:889)(cid:481)(cid:890) 29,7",(cid:885)(cid:887)(cid:888) 56.622,(cid:883) 5,"(cid:883)(cid:883)(cid:481)(cid:883) 0,2",(cid:882) 72,,,,,,,,,,,,,,,,,,
No,Provinsi,2023,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Estimasi Jumlah Penduduk 2022,Total,,,Estimasi Jumlah Penduduk 2023,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RS,TT,,,RS,TT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jumlah,Rasio,,,Jumlah,Rasio,,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(7),(8),(9),(10),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883),(cid:4)(cid:133)(cid:135)(cid:138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cid:884),(cid:22)(cid:151)(cid:143)(cid:131)(cid:150)(cid:135)(cid:148)(cid:131)(cid:3)(cid:24)(cid:150)(cid:131)(cid:148)(cid:131),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:887)(cid:484)(cid:886)(cid:890)(cid:884)(cid:484)(cid:887)(cid:884)(cid:889)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:889)(cid:889),(cid:883)(cid:882)(cid:884)(cid:883)(cid:888),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:891)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:887)(cid:484)(cid:887)(cid:887)(cid:886)(cid:484)(cid:890)(cid:883)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:883),(cid:883)(cid:882)(cid:890)(cid:888)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:885),(cid:22)(cid:151)(cid:143)(cid:131)(cid:150)(cid:135)(cid:148)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:887)(cid:484)(cid:885)(cid:890)(cid:888)(cid:484)(cid:888)(cid:886)(cid:882)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:883)(cid:884),(cid:884)(cid:886)(cid:885)(cid:884)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:888)(cid:3),(cid:3)(cid:3) (cid:883)(cid:887)(cid:484)(cid:887)(cid:890)(cid:890)(cid:484)(cid:887)(cid:884)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:883)(cid:882),(cid:884)(cid:886)(cid:885)(cid:890)(cid:888),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:888),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:886),(cid:21)(cid:139)(cid:131)(cid:151),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:887)(cid:484)(cid:889)(cid:887)(cid:889)(cid:484)(cid:884)(cid:882)(cid:887)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:884),(cid:889)(cid:891)(cid:889)(cid:889),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:886)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:887)(cid:484)(cid:890)(cid:885)(cid:888)(cid:484)(cid:883)(cid:887)(cid:888),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:889)(cid:890),(cid:890)(cid:883)(cid:885)(cid:889),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:886),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:887),(cid:13)(cid:131)(cid:143)(cid:132)(cid:139),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:888)(cid:484)(cid:888)(cid:886)(cid:884)(cid:484)(cid:890)(cid:889)(cid:886)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:889)(cid:891),(cid:891)(cid:884)(cid:887)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:886)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:888)(cid:484)(cid:889)(cid:884)(cid:890)(cid:484)(cid:882)(cid:887)(cid:885),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:885),(cid:891)(cid:884)(cid:884)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:886),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:888),(cid:22)(cid:151)(cid:143)(cid:131)(cid:150)(cid:135)(cid:148)(cid:131)(cid:3)(cid:22)(cid:135)(cid:142)(cid:131)(cid:150)(cid:131)(cid:144),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:885)(cid:484)(cid:888)(cid:889)(cid:891)(cid:484)(cid:883)(cid:888)(cid:891)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:886)(cid:884),(cid:886)(cid:890)(cid:890)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:885)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:484)(cid:889)(cid:884)(cid:886)(cid:484)(cid:884)(cid:890)(cid:886),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:886)(cid:886),(cid:886)(cid:887)(cid:889)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:884),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:889),(cid:5)(cid:135)(cid:144)(cid:137)(cid:141)(cid:151)(cid:142)(cid:151),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:890)(cid:484)(cid:889)(cid:886)(cid:885)(cid:484)(cid:887)(cid:884)(cid:884)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:887),(cid:883)(cid:882)(cid:883)(cid:882)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:884)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:484)(cid:890)(cid:885)(cid:889)(cid:484)(cid:885)(cid:882)(cid:883),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:890),(cid:883)(cid:882)(cid:884)(cid:888)(cid:889),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:884),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:890),(cid:15)(cid:131)(cid:143)(cid:146)(cid:151)(cid:144)(cid:137),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:884)(cid:484)(cid:882)(cid:890)(cid:888)(cid:484)(cid:882)(cid:882)(cid:888)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:888),(cid:884)(cid:888)(cid:885)(cid:885),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:885)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:484)(cid:883)(cid:883)(cid:884)(cid:484)(cid:884)(cid:885)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:888),(cid:884)(cid:888)(cid:884)(cid:891),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:884),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:891),(cid:14)(cid:135)(cid:146)(cid:484)(cid:3)(cid:5)(cid:131)(cid:144)(cid:137)(cid:141)(cid:131)(cid:3)(cid:5)(cid:135)(cid:142)(cid:139)(cid:150)(cid:151)(cid:144)(cid:137),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:891)(cid:484)(cid:885)(cid:883)(cid:885)(cid:484)(cid:891)(cid:890)(cid:888)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:883),(cid:891)(cid:882)(cid:888)(cid:888),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:882)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:891)(cid:484)(cid:886)(cid:883)(cid:891)(cid:484)(cid:887)(cid:890)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:884),(cid:891)(cid:884)(cid:882)(cid:882),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:882),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:882),(cid:14)(cid:135)(cid:146)(cid:151)(cid:142)(cid:131)(cid:151)(cid:131)(cid:144)(cid:3)(cid:21)(cid:139)(cid:131)(cid:151),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:484)(cid:887)(cid:883)(cid:883)(cid:484)(cid:890)(cid:891)(cid:891)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:889),(cid:884)(cid:886)(cid:889)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:888)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:484)(cid:887)(cid:885)(cid:883)(cid:484)(cid:887)(cid:885)(cid:882),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:891),(cid:884)(cid:887)(cid:884)(cid:882),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:888),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:883),(cid:7)(cid:14)(cid:12)(cid:3)(cid:13)(cid:131)(cid:141)(cid:131)(cid:148)(cid:150)(cid:131),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:884)(cid:484)(cid:883)(cid:887)(cid:884)(cid:484)(cid:888)(cid:884)(cid:887)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:890),(cid:886)(cid:884)(cid:882)(cid:887),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:884)(cid:481)(cid:882)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:484)(cid:883)(cid:890)(cid:885)(cid:484)(cid:884)(cid:891)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:888),(cid:886)(cid:883)(cid:889)(cid:882),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:891),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:884),(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:5)(cid:131)(cid:148)(cid:131)(cid:150),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:882)(cid:484)(cid:888)(cid:889)(cid:884)(cid:484)(cid:883)(cid:882)(cid:882)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:891)(cid:888),(cid:884)(cid:889)(cid:887)(cid:884)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:884)(cid:481)(cid:888)(cid:3),(cid:3)(cid:3) (cid:883)(cid:882)(cid:484)(cid:888)(cid:890)(cid:886)(cid:484)(cid:891)(cid:886)(cid:888),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:891)(cid:882),(cid:884)(cid:890)(cid:884)(cid:884)(cid:882),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:481)(cid:888),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:885),(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:23)(cid:135)(cid:144)(cid:137)(cid:131)(cid:138),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:886)(cid:891)(cid:484)(cid:890)(cid:888)(cid:882)(cid:484)(cid:885)(cid:885)(cid:882)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:886)(cid:883)(cid:886),(cid:887)(cid:888)(cid:890)(cid:891)(cid:884),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:883)(cid:3),(cid:3)(cid:3) (cid:887)(cid:882)(cid:484)(cid:885)(cid:886)(cid:887)(cid:484)(cid:883)(cid:890)(cid:891),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:886)(cid:885)(cid:882),(cid:887)(cid:891)(cid:888)(cid:883)(cid:883),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:884),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:886),(cid:7)(cid:12)(cid:3)(cid:28)(cid:145)(cid:137)(cid:155)(cid:131)(cid:141)(cid:131)(cid:148)(cid:150)(cid:131),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:885)(cid:889)(cid:484)(cid:887)(cid:886)(cid:882)(cid:484)(cid:891)(cid:888)(cid:884)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:886)(cid:887),(cid:886)(cid:888)(cid:889)(cid:891)(cid:885),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:883)(cid:481)(cid:884)(cid:3),(cid:3)(cid:3) (cid:885)(cid:889)(cid:484)(cid:890)(cid:891)(cid:884)(cid:484)(cid:884)(cid:890)(cid:885),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:888)(cid:882),(cid:886)(cid:889)(cid:886)(cid:886)(cid:889),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:883)(cid:481)(cid:885),,,,,,,,,,,,,,,,,,,,,,,,,
(cid:883)(cid:887),(cid:13)(cid:131)(cid:153)(cid:131)(cid:3)(cid:23)(cid:139)(cid:143)(cid:151)(cid:148),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:885)(cid:484)(cid:889)(cid:885)(cid:888)(cid:484)(cid:886)(cid:890)(cid:891)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:890)(cid:882),(cid:890)(cid:882)(cid:887)(cid:886),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:884)(cid:481)(cid:884)(cid:3),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:885)(cid:484)(cid:889)(cid:887)(cid:891)(cid:484)(cid:887)(cid:882)(cid:885),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:889)(cid:891),(cid:889)(cid:890)(cid:884)(cid:891),(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3) (cid:884)(cid:481)(cid:883),,,,,,,,,,,,,,,,,,,,,,,,,
