,78,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,664,349,6,56,11,2.402,513,301,48,95,138,44,140,273,5.040,2.552,7.592,,,,
23,Kalimantan Timur,544,481,28,75,8,4.466,810,495,16,38,91,75,161,404,7.692,3.338,11.030,,,,
24,Kalimantan Utara,57,73,2,12,1,722,139,53,6,4,9,9,26,50,1.163,222,1.385,,,,
25,Sulawesi Utara,634,386,2,57,6,2.012,252,203,80,85,83,61,80,109,4.050,2.176,6.226,,,,
26,Sulawesi Tengah,393,273,7,46,19,2.687,735,368,195,103,75,55,94,153,5.203,1.280,6.483,,,,
27,Sulawesi Selatan,2.077,795,26,225,10,7.512,1.416,861,406,165,340,255,537,936,15.561,4.433,19.994,,,,
28,Sulawesi Tenggara,174,129,2,47,7,1.206,369,146,152,47,94,45,92,139,2.649,643,3.292,,,,
29,Gorontalo,144,132,4,19,0,475,181,91,28,22,57,16,30,69,1.268,1.044,2.312,,,,
30,Sulawesi Barat,75,77,4,19,0,956,410,93,54,34,29,22,63,70,1.906,448,2.354,,,,
31,Maluku,131,158,2,29,6,1.124,281,105,75,80,74,17,39,80,2.201,770,2.971,,,,
32,Maluku Utara,81,82,2,15,0,867,228,81,79,8,43,18,14,68,1.586,351,1.937,,,,
33,Papua Barat,112,115,0,21,4,757,223,104,29,24,30,14,50,101,1.584,589,2.173,,,,
34,Papua,274,381,6,54,3,1.848,487,247,82,78,147,38,56,243,3.944,1.315,5.259,,,,
Indonesia,,47.605,23.130,1.046,4.831,1.192,147.264,30.561,21.549,3.298,3.346,5.567,4.235,10.530,18.453,322.607,171.249,493.856,,,,
No,Provinsi,Dokter Spesialis Dasar,,,,Dokter Spesialis Penunjang,,,,,Spesialis Lain,Dokter Gigi Spesialis,Total,,,,,,,,,
,,Spesialis Penyakit Dalam,Spesialis Obstetri dan Ginekologi,Spesialis Anak,Spesialis Bedah,Spesialis Radiologi,Spesialis Anestesi,Spesialis Patologi Klinik,Spesialis Patologi Anatomi,Spesialis Rehabilitasi Medik,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,
1,Aceh,167,153,145,125,44,81,31,11,10,552,16,1.335,,,,,,,,,
2,Sumatera Utara,355,367,453,301,112,220,110,52,19,1.688,25,3.702,,,,,,,,,
3,Sumatera Barat,116,93,119,107,21,62,22,8,4,416,18,986,,,,,,,,,
4,Riau,118,135,143,100,40,85,25,6,15,461,21,1.149,,,,,,,,,
5,Jambi,48,49,63,46,22,28,17,7,2,135,3,420,,,,,,,,,
6,Sumatera Selatan,188,151,210,112,47,85,20,24,12,555,17,1.421,,,,,,,,,
7,Bengkulu,23,26,25,20,3,11,7,3,0,43,3,164,,,,,,,,,
8,Lampung,81,97,106,80,40,54,23,12,5,224,18,740,,,,,,,,,
9,Kepulauan Bangka Belitung,23,23,24,15,14,14,7,3,0,49,3,175,,,,,,,,,
10,Kepulauan Riau,34,44,49,30,16,28,9,9,4,130,8,361,,,,,,,,,
11,DKI Jakarta,508,614,691,405,227,387,145,63,111,2.563,113,5.827,,,,,,,,,
12,Jawa Barat,667,904,985,569,369,577,181,78,174,2.717,253,7.474,,,,,,,,,
13,Jawa Tengah,664,612,678,562,336,461,126,58,116,2.102,148,5.863,,,,,,,,,
14,DI Yogyakarta,180,168,163,141,102,100,46,18,21,571,45,1.555,,,,,,,,,
15,Jawa Timur,671,743,810,580,321,454,129,56,104,2.253,119,6.240,,,,,,,,,
16,Banten,228,316,335,164,123,198,57,19,51,992,96,2.579,,,,,,,,,
17,Bali,216,191,240,166,67,162,31,16,15,645,14,1.763,,,,,,,,,
18,Nusa Tenggara Barat,51,53,47,48,13,32,14,2,1,125,14,400,,,,,,,,,
19,Nusa Tenggara Timur,53,58,56,42,15,28,12,4,3,80,1,352,,,,,,,,,
20,Kalimantan Barat,60,62,71,53,22,40,15,6,3,123,14,469,,,,,,,,,
21,Kalimantan Tengah,30,28,25,21,10,17,14,2,5,67,6,225,,,,,,,,,
22,Kalimantan Selatan,84,77,91,54,30,46,19,11,9,243,6,670,,,,,,,,,
23,Kalimantan Timur,67,73,70,45,28,47,22,3,8,181,28,572,,,,,,,,,
24,Kalimantan Utara,9,7,7,7,4,4,4,0,1,14,2,59,,,,,,,,,
25,Sulawesi Utara,81,99,103,73,27,42,10,6,15,178,2,636,,,,,,,,,
26,Sulawesi Tengah,50,44,49,46,17,31,8,3,1,144,7,400,,,,,,,,,
27,Sulawesi Selatan,236,205,257,180,109,145,73,35,7,830,26,2.103,,,,,,,,,
28,Sulawesi Tenggara,19,27,25,20,12,12,6,2,0,51,2,176,,,,,,,,,
29,Gorontalo,21,16,21,15,9,11,6,0,0,45,4,148,,,,,,,,,
30,Sulawesi Barat,7,9,9,11,4,7,1,0,0,27,4,79,,,,,,,,,
31,Maluku,14,9,14,16,9,10,2,2,1,54,2,133,,,,,,,,,
32,Maluku Utara,14,10,9,10,6,6,4,0,0,22,2,83,,,,,,,,,
33,Papua Barat,18,23,21,19,5,7,3,1,0,15,0,112,,,,,,,,,
34,Papua,29,38,47,43,11,23,11,1,3,68,6,280,,,,,,,,,
Indonesia,,5.130,5.524,6.161,4.226,2.235,3.515,1.210,521,720,18.363,1.046,48.651,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit Kabupaten/Kota Kelas C*,Jumlah RS yang Memiliki 4 Dokter Spesialis Dasar dan 3 Dokter Spesialis Penunjang,%,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,
1,Aceh,12,3,"25,00",,,,,,,,,,,,,,,,,,
2,Sumatera Utara,16,4,"25,00",,,,,,,,,,,,,,,,,,
3,Sumatera Barat,16,1,"6,25",,,,,,,,,,,,,,,,,,
4,Riau,12,4,"33,33",,,,,,,,,,,,,,,,,,
5,Jambi,8,2,"25,00",,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,11,2,"18,18",,,,,,,,,,,,,,,,,,
7,Bengkulu,6,0,"0,00",,,,,,,,,,,,,,,,,,
8,Lampung,9,3,"33,33",,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,6,5,"83,33",,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,6,1,"16,67",,,,,,,,,,,,,,,,,,
11,DKI Jakarta**,-,-,-,,,,,,,,,,,,,,,,,,
12,Jawa Barat,18,10,"55,56",,,,,,,,,,,,,,,,,,
13,Jawa Tengah,23,18,"78,26",,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,2,1,"50,00",,,,,,,,,,,,,,,,,,
15,Jawa Timur,25,12,"48,00",,,,,,,,,,,,,,,,,,
16,Banten,5,4,"80,00",,,,,,,,,,,,,,,,,,
17,Bali,3,3,"100,00",,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,9,3,"33,33",,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,11,0,"0,00",,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,9,1,"11,11",,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,7,1,"14,29",,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,9,1,"11,11",,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,8,6,"75,00",,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,3,2,"66,67",,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,6,0,"0,00",,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,8,2,"25,00",,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,18,8,"44,44",,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,8,1,"12,50",,,,,,,,,,,,,,,,,,
29,Gorontalo,3,1,"33,33",,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,2,0,"0,00",,,,,,,,,,,,,,,,,,
31,Maluku,4,0,"0,00",,,,,,,,,,,,,,,,,,
32,Maluku Utara,2,0,"0,00",,,,,,,,,,,,,,,,,,
33,Papua Barat,5,2,"40,00",,,,,,,,,,,,,,,,,,
34,Papua,6,3,"50,00",,,,,,,,,,,,,,,,,,
Indonesia,,296,104,"35,14",,,,,,,,,,,,,,,,,,
No,Negara,Jumlah TKKI,,,,,,,,,,,,Total,,,,,,,,
,,Nurse,Assistant Nurse,Operation Theatre Nurse,ICU Staff Nurse,House Nurse,Child Nurse,Speech Therapist,Therapist,Caregiver,Caretaker,Female Caregiver,Hospital Cleaning Labour,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,,,,
1,Brunei Darussalam,3,0,0,0,0,0,0,3,1,2,0,0,9,,,,,,,,
2,Malaysia,0,0,13,0,7,0,0,2,7,35,0,0,64,,,,,,,,
3,Singapura,2,8,0,0,14,2,0,0,14,137,0,0,177,,,,,,,,
4,India,0,0,0,0,0,0,0,8,0,0,0,0,8,,,,,,,,
5,Sri Lanka,0,0,0,0,0,0,0,3,0,0,0,0,3,,,,,,,,
6,Hong Kong,1,0,0,0,3,1,0,0,16,127,0,0,148,,,,,,,,
7,Jepang,128,0,0,0,0,0,0,0,149,0,0,0,277,,,,,,,,
8,Korea Selatan,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,
9,Taiwan,167,0,2,1,7,15,0,0,433,0,0,0,625,,,,,,,,
10,Arab Saudi,67,0,0,0,1,1,0,5,68,31,1,105,279,,,,,,,,
11,Bahrain,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,
12,Kuwait,2,0,0,0,0,0,0,1,0,0,0,0,3,,,,,,,,
13,Lebanon,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,
14,Oman,1,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,
15,Qatar,2,0,0,0,0,0,0,0,2,0,0,0,4,,,,,,,,
16,Uni Emirat Arab,2,0,0,0,4,0,0,1,1,0,0,0,8,,,,,,,,
17,Afghanistan,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,
18,Tajikistan,0,0,0,0,0,0,0,0,4,0,0,0,4,,,,,,,,
19,Rusia,0,0,0,0,0,0,0,3,0,0,0,0,3,,,,,,,,
20,Turki,0,0,0,0,0,0,1,195,0,0,0,0,196,,,,,,,,
21,Seychelles,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,
22,Togo,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,
23,Kanada,0,0,0,0,0,0,0,0,4,0,0,0,4,,,,,,,,
24,Republik Palau,0,0,0,0,0,0,0,2,0,0,0,0,2,,,,,,,,
Indonesia,,375,8,15,2,37,19,1,226,701,332,1,105,1.822,,,,,,,,
No,Provinsi,Jumlah RS,Jumlah RS yang Melakukan Pengelolaan Limbah Medis,%,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,
1,Aceh,66,4,"6,06",,,,,,,,,,,,,,,,,,
2,Sumatera Utara,184,2,"1,09",,,,,,,,,,,,,,,,,,
3,Sumatera Barat,65,37,"56,92",,,,,,,,,,,,,,,,,,
4,Riau,68,14,"20,59",,,,,,,,,,,,,,,,,,
5,Jambi,34,5,"14,71",,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,63,2,"3,17",,,,,,,,,,,,,,,,,,
7,Bengkulu,20,-,-,,,,,,,,,,,,,,,,,,
8,Lampung,61,40,"65,57",,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,17,2,"11,76",,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,25,1,"4,00",,,,,,,,,,,,,,,,,,
11,DKI Jakarta,179,37,"20,67",,,,,,,,,,,,,,,,,,
12,Jawa Barat,312,7,"2,24",,,,,,,,,,,,,,,,,,
13,Jawa Tengah,280,3,"1,07",,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,74,45,"60,81",,,,,,,,,,,,,,,,,,
15,Jawa Timur,361,4,"1,11",,,,,,,,,,,,,,,,,,
16,Banten,88,10,"11,36",,,,,,,,,,,,,,,,,,
17,Bali,55,13,"23,64",,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,28,-,-,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,44,-,-,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,44,-,-,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,20,5,"25,00",,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,35,4,"11,43",,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,47,9,"19,15",,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,7,-,-,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,42,-,-,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,31,-,-,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,85,2,"2,35",,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,29,-,-,,,,,,,,,,,,,,,,,,
29,Gorontalo,12,5,"41,67",,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,10,-,-,,,,,,,,,,,,,,,,,,
31,Maluku,27,2,"7,41",,,,,,,,,,,,,,,,,,
32,Maluku Utara,19,3,"15,79",,,,,,,,,,,,,,,,,,
33,Papua Barat,16,-,-,,,,,,,,,,,,,,,,,,
34,Papua,40,-,-,,,,,,,,,,,,,,,,,,
,Indonesia,2.488,256,"10,29",,,,,,,,,,,,,,,,,,
