6,Sumatera Selatan,1.536,774,19,137,38,6.254,2.059,897,207,147,291,201,596,836,13,14.005,6.264,20.269,,,,,,,,,
7,Bengkulu,217,222,8,41,3,2.218,739,298,266,41,220,30,99,309,0,4.711,1.484,6.195,,,,,,,,,
8,Lampung,832,609,16,80,11,4.120,1.273,426,177,133,149,107,254,613,0,8.800,4.530,13.330,,,,,,,,,
9,Kepulauan Bangka Belitung,238,233,5,30,9,1.910,362,233,50,35,79,58,136,234,0,3.612,1.865,5.477,,,,,,,,,
10,Kepulauan Riau,454,222,15,49,8,2.237,552,240,39,47,58,45,162,256,0,4.384,1.983,6.367,,,,,,,,,
11,DKI Jakarta,7.083,2.740,447,587,53,23.908,3.236,4.540,512,227,979,729,1.743,3.211,0,49.995,24.807,74.802,,,,,,,,,
12,Jawa Barat,8.556,3.448,399,920,60,27.048,5.200,4.007,526,288,877,704,2.099,3.345,0,57.477,27.829,85.306,,,,,,,,,
13,Jawa Tengah,5.997,2.984,162,471,107,30.671,5.647,4.037,280,449,1.136,901,2.232,3.672,2,58.748,25.142,83.890,,,,,,,,,
14,DI Yogyakarta,1.693,797,159,178,22,7.066,959,1.058,59,121,372,248,657,962,0,14.351,5.556,19.907,,,,,,,,,
15,Jawa Timur,6.687,2.983,180,547,674,26.373,5.615,4.225,291,465,1.276,580,1.534,3.233,25,54.688,30.670,85.358,,,,,,,,,
16,Banten,2.631,1.072,110,258,29,7.063,1.544,1.176,336,78,252,286,444,918,0,16.197,7.185,23.382,,,,,,,,,
17,Bali,1.516,854,32,121,13,6.834,2.048,708,132,123,316,90,325,833,0,13.945,7.035,20.980,,,,,,,,,
18,Nusa Tenggara Barat,520,380,16,30,12,2.732,645,336,134,51,149,67,240,408,0,5.720,2.753,8.473,,,,,,,,,
19,Nusa Tenggara Timur,399,357,1,51,8,2.435,742,324,72,103,126,89,287,402,0,5.396,3.315,8.711,,,,,,,,,
20,Kalimantan Barat,579,443,22,70,12,4.214,875,640,69,91,184,102,247,527,0,8.075,3.963,12.038,,,,,,,,,
21,Kalimantan Tengah,245,227,8,36,8,2.540,651,305,36,36,135,56,167,365,0,4.815,2.383,7.198,,,,,,,,,
22,Kalimantan Selatan,914,407,15,82,23,4.072,983,456,84,145,233,64,240,507,0,8.225,3.597,11.822,,,,,,,,,
23,Kalimantan Timur,881,555,48,92,6,5.428,974,682,24,54,153,123,212,550,0,9.782,4.899,14.681,,,,,,,,,
24,Kalimantan Utara,91,136,7,12,3,876,206,95,27,9,31,19,39,95,0,1.646,773,2.419,,,,,,,,,
25,Sulawesi Utara,770,387,6,50,6,3.420,316,270,90,66,101,79,94,111,0,5.766,2.182,7.948,,,,,,,,,
26,Sulawesi Tengah,407,284,5,45,19,3.770,1.018,423,282,171,137,72,135,223,0,6.991,1.732,8.723,,,,,,,,,
27,Sulawesi Selatan,2.187,847,44,286,11,8.231,1.870,952,418,188,383,263,607,1.024,9,17.320,5.156,22.476,,,,,,,,,
28,Sulawesi Tenggara,273,177,5,48,8,2.374,835,341,185,66,176,53,160,288,0,4.989,1.308,6.297,,,,,,,,,
29,Gorontalo,171,196,3,16,0,1.087,310,148,46,28,98,18,73,117,0,2.311,1.167,3.478,,,,,,,,,
30,Sulawesi Barat,104,64,7,19,0,831,448,100,56,18,39,20,47,83,0,1.836,378,2.214,,,,,,,,,
31,Maluku,155,119,4,19,7,1.661,424,140,106,75,139,26,41,113,0,3.029,886,3.915,,,,,,,,,
32,Maluku Utara,140,132,2,17,1,1.016,375,149,120,24,75,24,40,143,0,2.258,576,2.834,,,,,,,,,
33,Papua Barat,144,117,3,17,0,785,233,91,24,19,34,12,53,98,0,1.630,549,2.179,,,,,,,,,
34,Papua,320,438,8,46,3,3.139,734,299,121,146,300,48,84,352,0,6.038,1.871,7.909,,,,,,,,,
Indonesia,,54.050,26.450,1.874,5.107,1.277,223.257,49.460,31.245,5.890,4.126,9.732,6.048,15.313,27.772,50,461.651,204.175,665.826,,,,,,,,,
No,Provinsi,Dokter Spesialis Dasar,,,,Dokter Spesialis Penunjang,,,,,Spesialis Lain,Dokter Gigi Spesialis,Total,,,,,,,,,,,,,,,
,,Spesialis Penyakit Dalam,Spesialis Obstetri dan Ginekologi,Spesialis Anak,Spesialis Bedah,Spesialis Radiologi,Spesialis Anestesi,Spesialis Patologi Klinik,Spesialis Patologi Anatomi,Spesialis Rehabilitasi Medik,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,,,,,,,
1,Aceh,168,157,169,124,48,105,48,13,8,524,23,1.387,,,,,,,,,,,,,,,
2,Sumatera Utara,442,549,498,354,143,296,165,57,19,1.328,34,3.885,,,,,,,,,,,,,,,
3,Sumatera Barat,150,166,121,131,32,78,41,22,4,431,17,1.193,,,,,,,,,,,,,,,
4,Riau,145,191,163,115,50,118,30,15,15,510,37,1.389,,,,,,,,,,,,,,,
5,Jambi,77,103,68,78,36,53,20,10,1,121,7,574,,,,,,,,,,,,,,,
6,Sumatera Selatan,227,218,167,139,55,99,32,36,13,550,19,1.555,,,,,,,,,,,,,,,
7,Bengkulu,31,40,27,32,7,18,9,3,0,50,8,225,,,,,,,,,,,,,,,
8,Lampung,99,142,109,93,55,72,36,13,3,210,16,848,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,34,37,29,28,22,18,15,4,1,50,5,243,,,,,,,,,,,,,,,
10,Kepulauan Riau,47,71,61,46,21,35,20,12,1,140,15,469,,,,,,,,,,,,,,,
11,DKI Jakarta,702,956,860,547,330,580,165,73,71,2.799,447,7.530,,,,,,,,,,,,,,,
12,Jawa Barat,797,1.232,1.142,623,439,683,237,81,160,3.162,399,8.955,,,,,,,,,,,,,,,
13,Jawa Tengah,761,696,651,576,372,547,184,56,81,2.073,162,6.159,,,,,,,,,,,,,,,
14,DI Yogyakarta,215,184,199,147,109,123,64,17,10,625,159,1.852,,,,,,,,,,,,,,,
15,Jawa Timur,745,913,754,579,385,539,200,75,94,2.403,180,6.867,,,,,,,,,,,,,,,
16,Banten,244,391,365,169,137,214,78,18,53,962,110,2.741,,,,,,,,,,,,,,,
17,Bali,225,249,202,147,75,179,33,18,6,382,32,1.548,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,74,88,55,68,25,45,21,3,2,139,16,536,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,68,66,58,52,18,39,16,4,3,75,1,400,,,,,,,,,,,,,,,
20,Kalimantan Barat,78,96,79,69,34,47,19,5,3,149,22,601,,,,,,,,,,,,,,,
21,Kalimantan Tengah,35,34,29,26,16,18,18,1,6,62,8,253,,,,,,,,,,,,,,,
22,Kalimantan Selatan,111,118,104,73,39,72,32,13,12,340,15,929,,,,,,,,,,,,,,,
23,Kalimantan Timur,96,134,104,83,46,78,32,7,8,293,48,929,,,,,,,,,,,,,,,
24,Kalimantan Utara,9,11,9,10,6,8,7,0,1,30,7,98,,,,,,,,,,,,,,,
25,Sulawesi Utara,95,118,113,69,33,53,17,4,12,256,6,776,,,,,,,,,,,,,,,
26,Sulawesi Tengah,53,57,42,50,26,36,15,4,2,122,5,412,,,,,,,,,,,,,,,
27,Sulawesi Selatan,252,295,211,192,124,165,92,31,10,815,44,2.231,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,33,40,36,30,14,22,11,3,1,83,5,278,,,,,,,,,,,,,,,
29,Gorontalo,25,22,24,17,8,15,9,1,0,50,3,174,,,,,,,,,,,,,,,
30,Sulawesi Barat,12,12,15,18,7,10,3,0,0,27,7,111,,,,,,,,,,,,,,,
31,Maluku,25,22,13,22,13,17,3,2,1,37,4,159,,,,,,,,,,,,,,,
32,Maluku Utara,25,25,18,20,10,11,4,0,0,27,2,142,,,,,,,,,,,,,,,
33,Papua Barat,24,28,22,25,6,12,6,0,0,21,3,147,,,,,,,,,,,,,,,
34,Papua,40,51,45,49,18,27,18,0,3,69,8,328,,,,,,,,,,,,,,,
Indonesia,,6.164,7.512,6.562,4.801,2.759,4.432,1.700,601,604,18.915,1.874,55.924,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit Kabupaten/Kota Kelas C yang Melaporkan Data,Jumlah RS yang Memiliki 4 Dokter Spesialis Dasar dan 3 Dokter Spesialis Penunjang,%,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,14,5,"35,71",,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,21,11,"52,38",,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,15,5,"33,33",,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,11,6,"54,55",,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,9,4,"44,44",,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,11,4,"36,36",,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,7,1,"14,29",,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,12,6,"50,00",,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,6,6,"100,00",,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,5,1,"20,00",,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,18,13,"72,22",,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,25,19,"76,00",,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,3,2,"66,67",,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,26,21,"80,77",,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,4,3,"75,00",,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,3,1,"33,33",,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,9,7,"77,78",,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,15,4,"26,67",,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,10,5,"50,00",,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,9,4,"44,44",,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,10,5,"50,00",,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,8,6,"75,00",,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,4,3,"75,00",,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,8,2,"25,00",,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,12,8,"66,67",,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,18,10,"55,56",,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,9,4,"44,44",,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,4,3,"75,00",,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,4,1,"25,00",,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,4,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,4,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,6,3,"50,00",,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,8,7,"87,50",,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,332,180,"54,22",,,,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah RS,Jumlah RS yang Melakukan Pengelolaan Limbah Medis,%,,,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),,,,,,,,,,,,,,,,,,,,,,,,
1,Aceh,68,6,"8,82",,,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,191,12,"6,28",,,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,67,41,"61,19",,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,72,23,"31,94",,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,35,9,"25,71",,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,65,5,"7,69",,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,21,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,65,62,"95,38",,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,17,3,"17,65",,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,24,4,"16,67",,,,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,190,43,"22,63",,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,324,65,"20,06",,,,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,289,74,"25,61",,,,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,74,50,"67,57",,,,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,372,17,"4,57",,,,,,,,,,,,,,,,,,,,,,,,
16,Banten,92,47,"51,09",,,,,,,,,,,,,,,,,,,,,,,,
17,Bali,56,28,"50,00",,,,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,28,7,"25,00",,,,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,45,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,44,3,"6,82",,,,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,23,6,"26,09",,,,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,36,7,"19,44",,,,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,48,19,"39,58",,,,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,8,5,"62,50",,,,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,42,2,"4,76",,,,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,31,1,"3,23",,,,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,87,23,"26,44",,,,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,31,5,"16,13",,,,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,14,5,"35,71",,,,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,11,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
31,Maluku,28,2,"7,14",,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,20,3,"15,00",,,,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,16,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,,
34,Papua,40,1,"2,50",,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,2.574,578,"22,46",,,,,,,,,,,,,,,,,,,,,,,,
