Targe,t: 80%,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,147,13,"8,8",9,2,42,30,93,,,,,,,,,,,,,,,,,,
33,Papua Barat,161,,"0,0",4,1,24,2,12,,,,,,,,,,,,,,,,,,
34,Papua,428,1,"0,2",13,0,15,1,6,,,,,,,,,,,,,,,,,,
Indonesia,,10.203,130,"1,3",624,83,2.418,1.278,3.727,,,,,,,,,,,,,,,,,,
No,Provinsi,Pelaksanaan Kesehatan Kerja di Tempat Kerja,,,,Jumlah Instansi Pemerintah yang melaksanakan Pengukuran Kebugaran Jasmani,Jumlah Pembinaan Pemeriksaan Kebugaran Jasmani bagi Jemaah Haji,Jumlah Kelompok Olah Raga,,,,,,,,,,,,,,,,,,,
,,Puskesmas,Perusahaan,POS UKK,GP2SP,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),,,,,,,,,,,,,,,,,,,
1,Aceh,49,5,53,0,28,1964,174,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,304,20,141,4,593,4634,987,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,181,13,284,3,45,2425,190,,,,,,,,,,,,,,,,,,,
4,Riau,78,10,230,3,25,3476,118,,,,,,,,,,,,,,,,,,,
5,Jambi,109,18,153,4,153,968,537,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,105,2,174,7,88,3593,322,,,,,,,,,,,,,,,,,,,
7,Bengkulu,148,22,246,0,92,1110,175,,,,,,,,,,,,,,,,,,,
8,Lampung,122,66,190,8,237,5729,1087,,,,,,,,,,,,,,,,,,,
9,Kep. Bangka Belitung,44,7,88,5,113,989,267,,,,,,,,,,,,,,,,,,,
1 0,Kepulauan Riau,55,29,201,18,120,940,378,,,,,,,,,,,,,,,,,,,
1 1,DKI Jakarta,245,9,99,42,155,5175,706,,,,,,,,,,,,,,,,,,,
1 2,Jawa Barat,686,74,1045,74,1097,20783,3248,,,,,,,,,,,,,,,,,,,
1 3,Jawa Tengah,488,89,789,264,526,3112,3926,,,,,,,,,,,,,,,,,,,
1 4,DI Yogyakarta,98,38,107,8,303,1729,525,,,,,,,,,,,,,,,,,,,
1 5,Jawa Timur,452,15,1485,45,340,21144,2908,,,,,,,,,,,,,,,,,,,
1 6,Banten,122,2,194,35,241,2981,452,,,,,,,,,,,,,,,,,,,
1 7,Bali,17,0,98,38,23,174,102,,,,,,,,,,,,,,,,,,,
1 8,Nusa Tenggara Barat,57,4,360,1,40,4384,176,,,,,,,,,,,,,,,,,,,
1 9,Nusa Tenggara Timur,227,3,300,0,97,313,173,,,,,,,,,,,,,,,,,,,
2 0,Kalimantan Barat,59,1,203,3,55,1289,110,,,,,,,,,,,,,,,,,,,
2 1,Kalimantan Tengah,103,14,94,19,80,1422,240,,,,,,,,,,,,,,,,,,,
2 2,Kalimantan Selatan,18,0,188,24,5,3165,27,,,,,,,,,,,,,,,,,,,
2 3,Kalimantan Timur,103,110,57,46,106,1102,220,,,,,,,,,,,,,,,,,,,
2 4,Kalimantan Utara,41,14,44,2,53,249,97,,,,,,,,,,,,,,,,,,,
2 5,Sulawesi Utara,20,7,64,0,2,23,20,,,,,,,,,,,,,,,,,,,
2 6,Sulawesi Tengah,178,20,136,0,464,319,641,,,,,,,,,,,,,,,,,,,
2 7,Sulawesi Selatan,261,28,911,18,410,120,1308,,,,,,,,,,,,,,,,,,,
2 8,Sulawesi Tenggara,129,49,36,0,207,791,510,,,,,,,,,,,,,,,,,,,
2 9,Gorontalo,71,3,46,0,75,362,985,,,,,,,,,,,,,,,,,,,
3 0,Sulawesi Barat,32,2,163,0,30,0,81,,,,,,,,,,,,,,,,,,,
3 1,Maluku,6,0,107,0,37,119,0,,,,,,,,,,,,,,,,,,,
3 2,Maluku Utara,36,4,60,0,7,515,140,,,,,,,,,,,,,,,,,,,
3 3,Papua Barat,4,0,158,0,0,123,20,,,,,,,,,,,,,,,,,,,
3 4,Papua,3,0,49,0,3,598,0,,,,,,,,,,,,,,,,,,,
Indonesia,,4.651,678,8.553,671,5.850,95.820,20.850,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas*,Jumlah Puskesmas yang Melapor,Puskesmas dengan Ketersediaan Obat Esensial**,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jumlah,%,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,356,356,335,"94,1",,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,596,596,534,"89,6",,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,275,275,264,"96,0",,,,,,,,,,,,,,,,,,,,,,
4,Riau,226,226,203,"89,8",,,,,,,,,,,,,,,,,,,,,,
5,Jambi,202,202,185,"91,6",,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,341,341,282,"82,7",,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,179,160,"89,4",,,,,,,,,,,,,,,,,,,,,,
8,Lampung,309,309,239,"77,3",,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,64,64,"100,0",,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,89,89,87,"97,8",,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,326,326,314,"96,3",,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1079,1079,1007,"93,3",,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,878,765,734,"95,9",,,,,,,,,,,,,,,,,,,,,,
14,D.I. Yogyakarta,121,121,121,"100,0",,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,968,475,459,"96,6",,,,,,,,,,,,,,,,,,,,,,
16,Banten,242,242,191,"78,9",,,,,,,,,,,,,,,,,,,,,,
17,Bali,120,120,110,"91,7",,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,169,169,168,"99,4",,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,417,417,393,"94,2",,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,246,246,240,"97,6",,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,200,200,174,"87,0",,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,234,234,230,"98,3",,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,187,187,185,"98,9",,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,56,56,56,"100,0",,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,193,193,193,"100,0",,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,210,206,186,"90,3",,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,458,458,416,"90,8",,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,290,290,239,"82,4",,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,93,80,"86,0",,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,95,95,95,"100,0",,,,,,,,,,,,,,,,,,,,,,
31,Maluku,209,209,196,"93,8",,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,144,144,128,"88,9",,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,159,149,134,"89,9",,,,,,,,,,,,,,,,,,,,,,
34,Papua,408,403,362,"89,8",,,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.139,9.514,8.764,"92,1",,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas*,Jumlah Puskesmas yang Melapor,Puskesmas dengan Ketersediaan Vaksin IDL,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jumlah,%,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,356,356,314,"88,2",,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,596,596,569,"95,5",,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,275,275,275,"100,0",,,,,,,,,,,,,,,,,,,,,,
4,Riau,226,226,226,"100,0",,,,,,,,,,,,,,,,,,,,,,
5,Jambi,202,202,202,"100,0",,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,341,341,341,"100,0",,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,179,179,179,"100,0",,,,,,,,,,,,,,,,,,,,,,
8,Lampung,309,309,296,"95,8",,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,64,64,64,"100,0",,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,89,89,88,"98,9",,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,326,326,325,"99,7",,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,1079,1079,1078,"99,9",,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,878,764,675,"88,4",,,,,,,,,,,,,,,,,,,,,,
14,D.I. Yogyakarta,121,121,121,"100,0",,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,968,475,473,"99,6",,,,,,,,,,,,,,,,,,,,,,
16,Banten,242,242,242,"100,0",,,,,,,,,,,,,,,,,,,,,,
17,Bali,120,120,120,"100,0",,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,169,169,169,"100,0",,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,417,417,411,"98,6",,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,246,246,246,"100,0",,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,200,200,200,"100,0",,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,234,234,234,"100,0",,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,187,187,187,"100,0",,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,56,56,56,"100,0",,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,193,193,193,"100,0",,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,210,210,210,"100,0",,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,458,452,391,"86,5",,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,290,290,286,"98,6",,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,93,93,93,"100,0",,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,95,95,95,"100,0",,,,,,,,,,,,,,,,,,,,,,
31,Maluku,209,209,209,"100,0",,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,144,144,144,"100,0",,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,159,149,122,"81,9",,,,,,,,,,,,,,,,,,,,,,
34,Papua,408,403,390,"96,8",,,,,,,,,,,,,,,,,,,,,,
Indonesia,,10.139,9.511,9.224,"97,0",,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Dokter Spesialis a,,,Dokter Umum,,,Total,,,Dokter Gigi Spesialis,,,Dokter Gigi,,,Total,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),,,,,,,,
1,Aceh,405,390,795,553,1.335,1.888,958,1.725,2.683,7,13,20,78,325,403,85,338,423,,,,,,,,
2,Sumatera Utara,1.153,745,1.898,1.240,2.473,3.713,2.393,3.218,5.611,19,40,59,145,682,827,164,722,886,,,,,,,,
3,Sumatera Barat,484,448,932,458,1.236,1.694,942,1.684,2.626,7,14,21,72,403,475,79,417,496,,,,,,,,
4,Riau,492,325,817,603,1.214,1.817,1.095,1.539,2.634,10,16,26,84,393,477,94,409,503,,,,,,,,
5,Jambi,242,155,397,365,771,1.136,607,926,1.533,8,10,18,47,190,237,55,200,255,,,,,,,,
6,Sumatera Selatan,510,407,917,498,1.049,1.547,1.008,1.456,2.464,10,19,29,77,224,301,87,243,330,,,,,,,,
7,Bengkulu,116,89,205,204,378,582,320,467,787,2,6,8,28,109,137,30,115,145,,,,,,,,
8,Lampung,453,222,675,590,1.127,1.717,1.043,1.349,2.392,5,15,20,41,168,209,46,183,229,,,,,,,,
9,Kep. Bangka Belitung,122,88,210,205,336,541,327,424,751,6,11,17,32,66,98,38,77,115,,,,,,,,
10,Kepulauan Riau,247,138,385,296,507,803,543,645,1.188,16,10,26,43,125,168,59,135,194,,,,,,,,
11,DKI Jakarta,3.196,2.727,5.923,2.634,5.364,7.998,5.830,8.091,13.921,221,502,723,422,1.688,2.110,643,2.190,2.833,,,,,,,,
12,Jawa Barat,3.266,2.340,5.606,3.490,5.688,9.178,6.756,8.028,14.784,141,244,385,365,1.498,1.863,506,1.742,2.248,,,,,,,,
13,Jawa Tengah,2.569,1.613,4.182,3.034,4.758,7.792,5.603,6.371,11.974,82,126,208,348,1.220,1.568,430,1.346,1.776,,,,,,,,
14,DI Yogyakarta,617,506,1.123,698,1.196,1.894,1.315,1.702,3.017,61,126,187,92,393,485,153,519,672,,,,,,,,
15,Jawa Timur,3.171,2.154,5.325,3.117,4.448,7.565,6.288,6.602,12.890,145,240,385,451,1.670,2.121,596,1.910,2.506,,,,,,,,
16,Banten,908,764,1.672,985,1.788,2.773,1.893,2.552,4.445,22,63,85,92,572,664,114,635,749,,,,,,,,
17,Bali,964,544,1.508,1.008,1.091,2.099,1.972,1.635,3.607,27,28,55,163,423,586,190,451,641,,,,,,,,
18,Nusa Tenggara Barat,238,172,410,392,610,1.002,630,782,1.412,3,12,15,32,133,165,35,145,180,,,,,,,,
19,Nusa Tenggara Timur,110,123,233,308,528,836,418,651,1.069,2,1,3,37,132,169,39,133,172,,,,,,,,
20,Kalimantan Barat,218,120,338,399,505,904,617,625,1.242,7,8,15,47,112,159,54,120,174,,,,,,,,
21,Kalimantan Tengah,162,122,284,277,412,689,439,534,973,5,6,11,26,95,121,31,101,132,,,,,,,,
22,Kalimantan Selatan,341,217,558,344,627,971,685,844,1.529,11,19,30,81,181,262,92,200,292,,,,,,,,
23,Kalimantan Timur,403,288,691,449,776,1.225,852,1.064,1.916,15,34,49,61,217,278,76,251,327,,,,,,,,
24,Kalimantan Utara,75,52,127,138,155,293,213,207,420,3,4,7,18,38,56,21,42,63,,,,,,,,
25,Sulawesi Utara,280,243,523,601,921,1.522,881,1.164,2.045,4,7,11,42,106,148,46,113,159,,,,,,,,
26,Sulawesi Tengah,137,151,288,264,447,711,401,598,999,1,6,7,41,112,153,42,118,160,,,,,,,,
27,Sulawesi Selatan,651,755,1.406,568,1.293,1.861,1.219,2.048,3.267,24,64,88,121,605,726,145,669,814,,,,,,,,
28,Sulawesi Tenggara,122,98,220,216,411,627,338,509,847,3,6,9,40,165,205,43,171,214,,,,,,,,
29,Gorontalo,71,65,136,130,229,359,201,294,495,2,1,3,16,50,66,18,51,69,,,,,,,,
30,Sulawesi Barat,48,55,103,95,187,282,143,242,385,3,5,8,20,76,96,23,81,104,,,,,,,,
31,Maluku,68,62,130,168,351,519,236,413,649,3,4,7,14,52,66,17,56,73,,,,,,,,
32,Maluku Utara,46,41,87,142,209,351,188,250,438,3,1,4,18,35,53,21,36,57,,,,,,,,
33,Papua Barat,64,34,98,129,208,337,193,242,435,0,0,0,15,34,49,15,34,49,,,,,,,,
34,Papua,115,83,198,262,428,690,377,511,888,3,3,6,19,68,87,22,71,93,,,,,,,,
Indonesia,,22.064,16.336,38.400,24.860,43.056,67.916,46.924,59.392,106.316,881,1.664,2.545,3.228,12.360,15.588,4.109,14.024,18.133,,,,,,,,
No,Provinsi,Dokter Spesialis a,,,Dokter Umum,,,Total,,,Dokter Gigi Spesialis,,,Dokter Gigi,,,Total,,,,,,,,,,
,,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,L,P,L+P,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),,,,,,,,
1,Aceh,1,1,2,259,780,1.039,260,781,1.041,0,0,0,57,262,319,57,262,319,,,,,,,,
2,Sumatera Utara,5,5,10,531,1.309,1.840,536,1.314,1.850,0,3,3,89,498,587,89,501,590,,,,,,,,
3,Sumatera Barat,2,3,5,152,541,693,154,544,698,0,1,1,39,296,335,39,297,336,,,,,,,,
4,Riau,0,0,0,222,625,847,222,625,847,0,0,0,49,270,319,49,270,319,,,,,,,,
5,Jambi,0,0,0,138,362,500,138,362,500,0,0,0,29,117,146,29,117,146,,,,,,,,
6,Sumatera Selatan,0,6,6,164,463,627,164,469,633,0,1,1,46,131,177,46,132,178,,,,,,,,
7,Bengkulu,0,0,0,98,214,312,98,214,312,0,0,0,16,64,80,16,64,80,,,,,,,,
8,Lampung,0,1,1,227,563,790,227,564,791,0,0,0,17,118,135,17,118,135,,,,,,,,
9,Kep. Bangka Belitung,0,0,0,80,146,226,80,146,226,0,0,0,21,46,67,21,46,67,,,,,,,,
10,Kepulauan Riau,2,0,2,111,260,371,113,260,373,0,0,0,22,76,98,22,76,98,,,,,,,,
11,DKI Jakarta,0,0,0,401,1.410,1.811,401,1.410,1.811,0,0,0,77,400,477,77,400,477,,,,,,,,
12,Jawa Barat,1,2,3,925,1.941,2.866,926,1.943,2.869,0,0,0,144,741,885,144,741,885,,,,,,,,
13,Jawa Tengah,0,0,0,892,1.667,2.559,892,1.667,2.559,0,2,2,142,671,813,142,673,815,,,,,,,,
14,DI Yogyakarta,0,0,0,126,347,473,126,347,473,0,3,3,14,157,171,14,160,174,,,,,,,,
15,Jawa Timur,1,0,1,782,1.569,2.351,783,1.569,2.352,1,3,4,197,922,1.119,198,925,1.123,,,,,,,,
16,Banten,0,2,2,200,572,772,200,574,774,0,0,0,38,270,308,38,270,308,,,,,,,,
17,Bali,0,0,0,243,276,519,243,276,519,0,0,0,76,201,277,76,201,277,,,,,,,,
18,Nusa Tenggara Barat,0,0,0,151,272,423,151,272,423,0,0,0,24,91,115,24,91,115,,,,,,,,
19,Nusa Tenggara Timur,0,1,1,161,305,466,161,306,467,0,0,0,31,100,131,31,100,131,,,,,,,,
20,Kalimantan Barat,0,0,0,202,276,478,202,276,478,0,1,1,21,81,102,21,82,103,,,,,,,,
21,Kalimantan Tengah,0,0,0,121,204,325,121,204,325,0,0,0,16,67,83,16,67,83,,,,,,,,
22,Kalimantan Selatan,0,0,0,127,330,457,127,330,457,0,0,0,46,118,164,46,118,164,,,,,,,,
23,Kalimantan Timur,0,0,0,161,341,502,161,341,502,0,0,0,38,155,193,38,155,193,,,,,,,,
24,Kalimantan Utara,0,0,0,59,77,136,59,77,136,0,0,0,13,26,39,13,26,39,,,,,,,,
25,Sulawesi Utara,1,3,4,165,424,589,166,427,593,0,0,0,24,55,79,24,55,79,,,,,,,,
26,Sulawesi Tengah,0,0,0,123,218,341,123,218,341,0,1,1,26,73,99,26,74,100,,,,,,,,
27,Sulawesi Selatan,0,3,3,199,645,844,199,648,847,0,1,1,75,411,486,75,412,487,,,,,,,,
28,Sulawesi Tenggara,0,0,0,101,263,364,101,263,364,0,0,0,24,123,147,24,123,147,,,,,,,,
29,Gorontalo,0,0,0,36,84,120,36,84,120,0,0,0,10,39,49,10,39,49,,,,,,,,
30,Sulawesi Barat,0,0,0,54,113,167,54,113,167,0,0,0,15,62,77,15,62,77,,,,,,,,
31,Maluku,0,0,0,81,184,265,81,184,265,0,1,1,6,35,41,6,36,42,,,,,,,,
32,Maluku Utara,0,1,1,70,121,191,70,122,192,0,0,0,13,29,42,13,29,42,,,,,,,,
33,Papua Barat,0,0,0,56,92,148,56,92,148,0,0,0,5,19,24,5,19,24,,,,,,,,
34,Papua,0,2,2,119,219,338,119,221,340,0,0,0,8,43,51,8,43,51,,,,,,,,
Indonesia,,13,30,43,7.537,17.213,24.750,7.550,17.243,24.793,1,17,18,1.468,6.767,8.235,1.469,6.784,8.253,,,,,,,,
No,Provinsi,Persentase Puskesmas dengan Kecukupan Dokter,,,Persentase Puskesmas dengan Kecukupan Dokter Gigi,,,Persentase Puskesmas dengan Kecukupan Perawat,,,Persentase Puskesmas dengan Kecukupan Bidan,,,,,,,,,,,,,,,,
,,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,Cukup,Kurang,Lebih,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),,,,,,,,,,,,,,
1,Aceh,"18,9","5,3","75,8","63,0","25,1","12,0","7,8","4,2","88,0","6,1","0,3","93,6",,,,,,,,,,,,,,
2,Sumatera Utara,"25,1","6,9","68,0","52,2","31,9","15,9","15,8","11,3","72,9","11,2","1,0","87,8",,,,,,,,,,,,,,
3,Sumatera Barat,"32,0","5,8","62,2","73,4","8,3","18,3","22,3","14,0","63,7","11,9","0,4","87,8",,,,,,,,,,,,,,
4,Riau,"17,8","4,7","77,5","54,2","17,4","28,4","14,4","8,5","77,1","11,9","1,3","86,9",,,,,,,,,,,,,,
5,Jambi,"29,6","5,3","65,0","61,2","34,0","4,9","10,7","2,9","86,4","5,3","0,0","94,7",,,,,,,,,,,,,,
6,Sumatera Selatan,"38,2","18,1","43,7","49,0","48,1","2,9","11,1","3,2","85,7","9,0","1,5","89,5",,,,,,,,,,,,,,
7,Bengkulu,"50,3","12,8","36,9","41,3","55,9","2,8","5,6","5,6","88,8","4,5","0,0","95,5",,,,,,,,,,,,,,
8,Lampung,"36,3","3,2","60,5","36,9","60,5","2,5","15,3","3,8","80,9","12,1","0,0","87,9",,,,,,,,,,,,,,
9,Kep. Bangka Belitung,"10,9","6,3","82,8","76,6","10,9","12,5","12,5","0,0","87,5","9,4","0,0","90,6",,,,,,,,,,,,,,
10,Kepulauan Riau,"10,0","7,8","82,2","64,4","17,8","17,8","16,7","4,4","78,9","13,3","0,0","86,7",,,,,,,,,,,,,,
11,DKI Jakarta,"10,2","0,0","89,8","87,1","3,0","9,9","12,3","77,8","9,9","18,3","69,4","12,3",,,,,,,,,,,,,,
12,Jawa Barat,"21,0","1,9","77,1","57,4","31,9","10,7","15,2","18,2","66,6","10,7","3,5","85,8",,,,,,,,,,,,,,
13,Jawa Tengah,"22,9","2,2","75,0","78,2","15,4","6,5","18,7","9,7","71,7","12,2","1,1","86,7",,,,,,,,,,,,,,
14,DI Yogyakarta,"7,4","0,0","92,6","68,6","1,7","29,8","24,8","13,2","62,0","14,9","11,6","73,6",,,,,,,,,,,,,,
15,Jawa Timur,"37,4","11,1","51,5","78,1","7,3","14,6","27,2","3,2","69,6","24,4","0,5","75,1",,,,,,,,,,,,,,
16,Banten,"19,7","1,6","78,7","52,9","16,4","30,7","16,0","12,3","71,7","12,3","0,4","87,3",,,,,,,,,,,,,,
17,Bali,"7,5","1,7","90,8","34,2","3,3","62,5","7,5","1,7","90,8","6,7","0,0","93,3",,,,,,,,,,,,,,
18,Nusa Tenggara Barat,"35,3","13,3","51,4","61,8","36,4","1,7","5,8","2,3","91,9","6,4","1,2","92,5",,,,,,,,,,,,,,
19,Nusa Tenggara Timur,"43,0","40,3","16,7","39,9","58,7","1,4","21,0","8,5","70,5","21,3","4,6","74,2",,,,,,,,,,,,,,
20,Kalimantan Barat,"43,9","12,2","43,9","37,8","60,2","2,0","8,1","7,3","84,6","8,9","1,2","89,8",,,,,,,,,,,,,,
21,Kalimantan Tengah,"34,0","31,0","35,0","32,0","63,5","4,4","3,4","0,0","96,6","3,0","1,5","95,6",,,,,,,,,,,,,,
22,Kalimantan Selatan,"39,0","11,9","49,2","61,0","34,7","4,2","7,2","4,2","88,6","4,2","0,8","94,9",,,,,,,,,,,,,,
23,Kalimantan Timur,"28,9","16,6","54,5","63,6","19,8","16,6","29,4","9,6","61,0","31,0","5,3","63,6",,,,,,,,,,,,,,
24,Kalimantan Utara,"37,9","24,1","37,9","72,4","25,9","1,7","32,8","6,9","60,3","36,2","5,2","58,6",,,,,,,,,,,,,,
25,Sulawesi Utara,"27,8","11,1","61,1","35,9","61,6","2,5","18,7","7,1","74,2","19,2","21,7","59,1",,,,,,,,,,,,,,
26,Sulawesi Tengah,"50,2","20,8","29,0","40,6","56,0","3,4","4,3","2,4","93,2","1,9","0,5","97,6",,,,,,,,,,,,,,
27,Sulawesi Selatan,"42,1","22,2","35,6","66,5","18,4","15,1","14,7","5,6","79,7","11,4","4,1","84,4",,,,,,,,,,,,,,
28,Sulawesi Tenggara,"49,7","28,4","21,9","48,6","49,3","2,1","16,4","16,8","66,8","14,0","8,9","77,1",,,,,,,,,,,,,,
29,Gorontalo,"59,1","20,4","20,4","58,1","41,9","0,0","16,1","7,5","76,3","12,9","1,1","86,0",,,,,,,,,,,,,,
30,Sulawesi Barat,"36,1","26,8","37,1","61,9","30,9","7,2","13,4","3,1","83,5","9,3","2,1","88,7",,,,,,,,,,,,,,
31,Maluku,"38,9","37,6","23,5","22,6","77,0","0,4","11,1","16,4","72,6","15,5","32,7","51,8",,,,,,,,,,,,,,
32,Maluku Utara,"52,7","21,2","26,0","32,2","66,4","1,4","24,0","13,7","62,3","17,1","2,7","80,1",,,,,,,,,,,,,,
33,Papua Barat,"34,1","48,8","17,1","24,4","75,6","0,0","17,7","25,6","56,7","23,8","29,9","46,3",,,,,,,,,,,,,,
34,Papua,"30,3","57,4","12,3","23,7","75,5","0,7","23,0","31,2","45,8","23,7","41,4","34,9",,,,,,,,,,,,,,
Indonesia,,"31,0","14,1","55,0","56,3","33,8","9,9","16,2","12,0","71,8","13,7","7,3","79,0",,,,,,,,,,,,,,
No,Provinsi,Batch XV (Peride I Tahun 2020),,Batch XVI (Periode II Tahun 2020),,,,,,,,,,,,,,,,,,,,,,,
,,Jumlah Kabupaten/Kota,Jumlah Puskesmas,Jumlah Kabupaten/Kota,Jumlah Puskesmas,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,,,2,2,,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Riau,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jambi,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lampung,1,2,,,,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Jawa Barat,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jawa Timur,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Nusa Tenggara Barat,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Nusa Tenggara Timur,4,4,,,,,,,,,,,,,,,,,,,,,,,,
15,Kalimantan Barat,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Kalimantan Tengah,1,2,,,,,,,,,,,,,,,,,,,,,,,,
17,Kalimantan Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Kalimantan Timur,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Kalimantan Utara,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sulawesi Utara,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sulawesi Tengah,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
22,Sulawesi Selatan,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
23,Sulawesi Tenggara,,,1,1,,,,,,,,,,,,,,,,,,,,,,
24,Gorontalo,,,,,,,,,,,,,,,,,,,,,,,,,,
